accountingYearMonthNumber,symbolCode,issueName,issuerServicesGroupExchangeCode,marketClassCode,currentShortPositionQuantity,previousShortPositionQuantity,stockSplitFlag,averageDailyVolumeQuantity,daysToCoverQuantity,revisionFlag,changePercent,changePreviousNumber,settlementDate,date
20231115,GME,GameStop Corp. Class A,A,NYSE,60673347,59938352,,3312791,18.31,,1.23,734995,2023-11-15,2023-11-15
20231115,KOSS,Koss Corporation Common Stock,R,SC,9728,13726,,33576,1.0,,-29.13,-3998,2023-11-15,2023-11-15
20231115,NOK,Nokia Corporation,A,NYSE,28992296,22650337,,13073710,2.22,R,28.0,6341959,2023-11-15,2023-11-15
20231031,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,18524828,15402984,,16505451,1.12,,20.27,3121844,2023-10-31,2023-10-31
20231031,BB,BlackBerry Limited,A,NYSE,24579372,24572102,,5661622,4.34,,0.03,7270,2023-10-31,2023-10-31
20231031,EXPR,"Express, Inc.",A,NYSE,467634,436388,,37550,12.45,,7.16,31246,2023-10-31,2023-10-31
20231031,GME,GameStop Corp. Class A,A,NYSE,59938352,58558450,,3493866,17.16,,2.36,1379902,2023-10-31,2023-10-31
20231031,KOSS,Koss Corporation Common Stock,R,SC,13726,12757,,11093,1.24,,7.6,969,2023-10-31,2023-10-31
20231031,NOK,Nokia Corporation,A,NYSE,22721325,18218702,,25012925,1.0,,24.71,4502623,2023-10-31,2023-10-31
20231013,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,15402984,17160338,,24433045,1.0,,-10.24,-1757354,2023-10-13,2023-10-13
20231013,BB,BlackBerry Limited,A,NYSE,24572102,25782817,,5856881,4.2,,-4.7,-1210715,2023-10-13,2023-10-13
20231013,EXPR,"Express, Inc.",A,NYSE,436388,479231,,36794,11.86,,-8.94,-42843,2023-10-13,2023-10-13
20231013,GME,GameStop Corp. Class A,A,NYSE,58558450,55894055,,2990283,19.58,,4.77,2664395,2023-10-13,2023-10-13
20231013,KOSS,Koss Corporation Common Stock,R,SC,12757,19073,,8194,1.56,,-33.11,-6316,2023-10-13,2023-10-13
20231013,NOK,Nokia Corporation,A,NYSE,18218702,28519287,,22529704,1.0,,-36.12,-10300585,2023-10-13,2023-10-13
20230929,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,17160338,22146199,,17979417,1.0,,-22.51,-4985861,2023-09-29,2023-09-29
20230929,BB,BlackBerry Limited,A,NYSE,25782817,15263540,,6070944,4.25,,68.92,10519277,2023-09-29,2023-09-29
20230929,EXPR,"Express, Inc.",A,NYSE,479231,461010,,40385,11.87,,3.95,18221,2023-09-29,2023-09-29
20230929,GME,GameStop Corp. Class A,A,NYSE,55894055,53950371,,3084825,18.12,,3.6,1943684,2023-09-29,2023-09-29
20230929,KOSS,Koss Corporation Common Stock,R,SC,19073,12171,,16393,1.16,,56.71,6902,2023-09-29,2023-09-29
20230929,NOK,Nokia Corporation,A,NYSE,28519287,27838413,,14169506,2.01,,2.45,680874,2023-09-29,2023-09-29
20230915,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,22146199,23211862,,38128663,1.0,,-4.59,-1065663,2023-09-15,2023-09-15
20230915,BB,BlackBerry Limited,A,NYSE,15263540,15436015,,10645551,1.43,,-1.12,-172475,2023-09-15,2023-09-15
20230915,EXPR,"Express, Inc.",A,NYSE,461010,415775,,152359,3.03,,10.88,45235,2023-09-15,2023-09-15
20230915,GME,GameStop Corp. Class A,A,NYSE,53950371,51250434,,4272009,12.63,,5.27,2699937,2023-09-15,2023-09-15
20230915,KOSS,Koss Corporation Common Stock,R,SC,12171,19424,,12967,1.0,,-37.34,-7253,2023-09-15,2023-09-15
20230915,NOK,Nokia Corporation,A,NYSE,27838413,15596574,,18685427,1.49,,78.49,12241839,2023-09-15,2023-09-15
20230831,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,23211862,150955613,S,21407327,1.08,,-84.62,-127743751,2023-08-31,2023-08-31
20230831,BB,BlackBerry Limited,A,NYSE,15436015,14245823,,6785202,2.27,,8.35,1190192,2023-08-31,2023-08-31
20230831,EXPR,"Express, Inc.",A,NYSE,415775,7683893,S,72942,5.7,,-94.59,-7268118,2023-08-31,2023-08-31
20230831,GME,GameStop Corp. Class A,A,NYSE,51250434,51203657,,2999209,17.09,,0.09,46777,2023-08-31,2023-08-31
20230831,KOSS,Koss Corporation Common Stock,R,SC,19424,28684,,18994,1.02,,-32.28,-9260,2023-08-31,2023-08-31
20230831,NOK,Nokia Corporation,A,NYSE,15596574,20766843,,11680076,1.34,,-24.9,-5170269,2023-08-31,2023-08-31
20230815,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,150955613,137785569,,38997724,3.87,,9.56,13170044,2023-08-15,2023-08-15
20230815,BB,BlackBerry Limited,A,NYSE,14245823,15963817,,3135176,4.54,,-10.76,-1717994,2023-08-15,2023-08-15
20230815,EXPR,"Express, Inc.",A,NYSE,7683893,8055496,,788924,9.74,,-4.61,-371603,2023-08-15,2023-08-15
20230815,GME,GameStop Corp. Class A,A,NYSE,51203657,50478950,,2119414,24.16,,1.44,724707,2023-08-15,2023-08-15
20230815,KOSS,Koss Corporation Common Stock,R,SC,28684,112902,,33757,1.0,,-74.59,-84218,2023-08-15,2023-08-15
20230815,NOK,Nokia Corporation,A,NYSE,20766843,15373259,,15907240,1.31,,35.08,5393584,2023-08-15,2023-08-15
20230731,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,137785569,150001144,,55196616,2.5,,-8.14,-12215575,2023-07-31,2023-07-31
20230731,BB,BlackBerry Limited,A,NYSE,15963817,16293594,,4944645,3.23,,-2.02,-329777,2023-07-31,2023-07-31
20230731,EXPR,"Express, Inc.",A,NYSE,8055496,7444458,,734700,10.96,,8.21,611038,2023-07-31,2023-07-31
20230731,GME,GameStop Corp. Class A,A,NYSE,50478950,51660779,,2379949,21.21,,-2.29,-1181829,2023-07-31,2023-07-31
20230731,KOSS,Koss Corporation Common Stock,R,SC,112902,49674,,458765,1.0,,127.29,63228,2023-07-31,2023-07-31
20230731,NOK,Nokia Corporation,A,NYSE,15373259,20451609,,20713638,1.0,,-24.83,-5078350,2023-07-31,2023-07-31
20230714,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,150001144,148695965,,19705749,7.61,,0.88,1305179,2023-07-14,2023-07-14
20230714,BB,BlackBerry Limited,A,NYSE,16293594,14618294,,5382539,3.03,,11.46,1675300,2023-07-14,2023-07-14
20230714,EXPR,"Express, Inc.",A,NYSE,7444458,8171932,,1071783,6.95,,-8.9,-727474,2023-07-14,2023-07-14
20230714,GME,GameStop Corp. Class A,A,NYSE,51660779,52281039,,2347478,22.01,,-1.19,-620260,2023-07-14,2023-07-14
20230714,KOSS,Koss Corporation Common Stock,R,SC,49674,47999,,11635,4.27,,3.49,1675,2023-07-14,2023-07-14
20230714,NOK,Nokia Corporation,A,NYSE,20451609,22670420,,17585157,1.16,,-9.79,-2218811,2023-07-14,2023-07-14
20230630,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,148695965,122085549,,20290947,7.33,,21.8,26610416,2023-06-30,2023-06-30
20230630,BB,BlackBerry Limited,A,NYSE,14618294,15118873,,8260640,1.77,,-3.31,-500579,2023-06-30,2023-06-30
20230630,EXPR,"Express, Inc.",A,NYSE,8171932,10808244,,1497906,5.46,,-24.39,-2636312,2023-06-30,2023-06-30
20230630,GME,GameStop Corp. Class A,A,NYSE,52281039,55155121,,2832327,18.46,,-5.21,-2874082,2023-06-30,2023-06-30
20230630,KOSS,Koss Corporation Common Stock,R,SC,47999,47296,,25585,1.88,,1.49,703,2023-06-30,2023-06-30
20230630,NOK,Nokia Corporation,A,NYSE,22670420,20925364,,15473755,1.47,,8.34,1745056,2023-06-30,2023-06-30
20230615,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,122085549,116800869,,14378134,8.49,,4.52,5284680,2023-06-15,2023-06-15
20230615,BB,BlackBerry Limited,A,NYSE,15118873,15923936,,3659547,4.13,,-5.06,-805063,2023-06-15,2023-06-15
20230615,EXPR,"Express, Inc.",A,NYSE,10808244,8892953,,1311257,8.24,,21.54,1915291,2023-06-15,2023-06-15
20230615,GME,GameStop Corp. Class A,A,NYSE,55155121,55841413,,9085204,6.07,,-1.23,-686292,2023-06-15,2023-06-15
20230615,GNUS,"Genius Brands International, I",R,SC,2789112,2888606,,380862,7.32,,-3.44,-99494,2023-06-15,2023-06-15
20230615,KOSS,Koss Corporation Common Stock,R,SC,47296,52706,,20078,2.36,,-10.26,-5410,2023-06-15,2023-06-15
20230615,NOK,Nokia Corporation,A,NYSE,20925364,18174438,,13449037,1.56,,15.14,2750926,2023-06-15,2023-06-15
20230531,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,116800869,105904796,,13319845,8.77,R,10.29,10896073,2023-05-31,2023-05-31
20230531,BB,BlackBerry Limited,A,NYSE,15923936,17404268,,4014781,3.97,R,-8.51,-1480332,2023-05-31,2023-05-31
20230531,EXPR,"Express, Inc.",A,NYSE,8892953,7971522,,1685669,5.28,R,11.56,921431,2023-05-31,2023-05-31
20230531,GME,GameStop Corp. Class A,A,NYSE,55841413,57320927,,3444084,16.21,R,-2.58,-1479514,2023-05-31,2023-05-31
20230531,GNUS,"Genius Brands International, I",R,SC,2888606,3056463,,272247,10.61,,-5.49,-167857,2023-05-31,2023-05-31
20230531,KOSS,Koss Corporation Common Stock,R,SC,52706,58214,,26577,1.98,,-9.46,-5508,2023-05-31,2023-05-31
20230531,NOK,Nokia Corporation,A,NYSE,18174438,16640992,,14583169,1.25,R,9.21,1533446,2023-05-31,2023-05-31
20230515,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,105904172,134013830,,18627601,5.69,,-20.98,-28109658,2023-05-15,2023-05-15
20230515,BB,BlackBerry Limited,A,NYSE,17402442,18291135,,5160337,3.37,,-4.86,-888693,2023-05-15,2023-05-15
20230515,EXPR,"Express, Inc.",A,NYSE,7970951,8952311,,575824,13.84,,-10.96,-981360,2023-05-15,2023-05-15
20230515,GME,GameStop Corp. Class A,A,NYSE,57320808,57709747,,2380357,24.08,,-0.67,-388939,2023-05-15,2023-05-15
20230515,GNUS,"Genius Brands International, I",R,SC,3056463,3129264,,110694,27.61,,-2.33,-72801,2023-05-15,2023-05-15
20230515,KOSS,Koss Corporation Common Stock,R,SC,58214,55141,,12190,4.78,,5.57,3073,2023-05-15,2023-05-15
20230515,NOK,Nokia Corporation,A,NYSE,16640990,12618278,,14716744,1.13,,31.88,4022712,2023-05-15,2023-05-15
20230428,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,134013830,137465578,,17671690,7.58,,-2.51,-3451748,2023-04-28,2023-04-28
20230428,BB,BlackBerry Limited,A,NYSE,18291135,18299027,,3548402,5.15,,-0.04,-7892,2023-04-28,2023-04-28
20230428,EXPR,"Express, Inc.",A,NYSE,8952311,8370703,,1038144,8.62,,6.95,581608,2023-04-28,2023-04-28
20230428,GME,GameStop Corp. Class A,A,NYSE,57709747,56072019,,2508441,23.01,,2.92,1637728,2023-04-28,2023-04-28
20230428,GNUS,"Genius Brands International, I",R,SC,3129264,3042207,,164875,18.98,,2.86,87057,2023-04-28,2023-04-28
20230428,KOSS,Koss Corporation Common Stock,R,SC,55141,59851,,10352,5.33,,-7.87,-4710,2023-04-28,2023-04-28
20230428,NOK,Nokia Corporation,A,NYSE,12618278,10664308,,26724874,1.0,,18.32,1953970,2023-04-28,2023-04-28
20230414,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,137465578,138836691,,48170947,2.85,,-0.99,-1371113,2023-04-14,2023-04-14
20230414,BB,BlackBerry Limited,A,NYSE,18299027,21332761,,4681655,3.91,,-14.22,-3033734,2023-04-14,2023-04-14
20230414,EXPR,"Express, Inc.",A,NYSE,8370703,7908120,,2307280,3.63,,5.85,462583,2023-04-14,2023-04-14
20230414,GME,GameStop Corp. Class A,A,NYSE,56072019,56723649,,2757166,20.34,,-1.15,-651630,2023-04-14,2023-04-14
20230414,GNUS,"Genius Brands International, I",R,SC,3042207,3027386,,369555,8.23,,0.49,14821,2023-04-14,2023-04-14
20230414,KOSS,Koss Corporation Common Stock,R,SC,59851,70069,,10655,5.62,,-14.58,-10218,2023-04-14,2023-04-14
20230414,NOK,Nokia Corporation,A,NYSE,10664308,13666686,,14029453,1.0,,-21.97,-3002378,2023-04-14,2023-04-14
20230331,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,138836691,127209002,,27747225,5.0,,9.14,11627689,2023-03-31,2023-03-31
20230331,BB,BlackBerry Limited,A,NYSE,21332761,20884654,,6518146,3.27,,2.15,448107,2023-03-31,2023-03-31
20230331,EXPR,"Express, Inc.",A,NYSE,7908120,7790728,,1821721,4.34,,1.51,117392,2023-03-31,2023-03-31
20230331,GME,GameStop Corp. Class A,A,NYSE,56723649,58505711,,11504931,4.93,,-3.05,-1782062,2023-03-31,2023-03-31
20230331,GNUS,"Genius Brands International, I",R,SC,3027386,3094230,,200986,15.06,,-2.16,-66844,2023-03-31,2023-03-31
20230331,KOSS,Koss Corporation Common Stock,R,SC,70069,87938,,18530,3.78,,-20.32,-17869,2023-03-31,2023-03-31
20230331,NOK,Nokia Corporation,A,NYSE,13666686,13204054,,15042895,1.0,,3.5,462632,2023-03-31,2023-03-31
20230315,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,127209002,125961266,,28580783,4.45,,0.99,1247736,2023-03-15,2023-03-15
20230315,BB,BlackBerry Limited,A,NYSE,20884654,24715997,,7199082,2.9,,-15.5,-3831343,2023-03-15,2023-03-15
20230315,EXPR,"Express, Inc.",A,NYSE,7790728,6814195,,1173073,6.64,,14.33,976533,2023-03-15,2023-03-15
20230315,GME,GameStop Corp. Class A,A,NYSE,58505711,56850983,,3080681,18.99,,2.91,1654728,2023-03-15,2023-03-15
20230315,GNUS,"Genius Brands International, I",R,SC,3094230,3187742,,355961,8.69,,-2.93,-93512,2023-03-15,2023-03-15
20230315,KOSS,Koss Corporation Common Stock,R,SC,87938,103040,,10663,8.25,,-14.66,-15102,2023-03-15,2023-03-15
20230315,NOK,Nokia Corporation,A,NYSE,13204054,12628335,,17478798,1.0,,4.56,575719,2023-03-15,2023-03-15
20230228,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,125961266,131637788,,62942093,2.0,,-4.31,-5676522,2023-02-28,2023-02-28
20230228,BB,BlackBerry Limited,A,NYSE,24715997,22338629,,4650941,5.31,,10.64,2377368,2023-02-28,2023-02-28
20230228,EXPR,"Express, Inc.",A,NYSE,6814195,7376199,,951046,7.16,R,-7.62,-562004,2023-02-28,2023-02-28
20230228,GME,GameStop Corp. Class A,A,NYSE,56850983,57289638,,3064416,18.55,,-0.77,-438655,2023-02-28,2023-02-28
20230228,GNUS,"Genius Brands International, I",R,SC,3187742,3209593,,586020,5.44,,-0.68,-21851,2023-02-28,2023-02-28
20230228,KOSS,Koss Corporation Common Stock,R,SC,103040,113419,,24451,4.21,,-9.15,-10379,2023-02-28,2023-02-28
20230228,NOK,Nokia Corporation,A,NYSE,12628335,16195530,,14675255,1.0,,-22.03,-3567195,2023-02-28,2023-02-28
20230215,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,131637788,118266052,,41570955,3.17,,11.31,13371736,2023-02-15,2023-02-15
20230215,BB,BlackBerry Limited,A,NYSE,22338629,25261487,,6609200,3.38,,-11.57,-2922858,2023-02-15,2023-02-15
20230215,EXPR,"Express, Inc.",A,NYSE,7376251,6276861,,3831617,1.93,,17.51,1099390,2023-02-15,2023-02-15
20230215,GME,GameStop Corp. Class A,A,NYSE,57289638,57882022,,5213661,10.99,,-1.02,-592384,2023-02-15,2023-02-15
20230215,GNUS,"Genius Brands International, I",R,SC,3209593,31769641,S,1001148,3.21,,-89.9,-28560048,2023-02-15,2023-02-15
20230215,KOSS,Koss Corporation Common Stock,R,SC,113419,129836,,74976,1.51,,-12.64,-16417,2023-02-15,2023-02-15
20230215,NOK,Nokia Corporation,A,NYSE,16195530,17176895,,16383979,1.0,,-5.71,-981365,2023-02-15,2023-02-15
20230131,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,118266052,116364530,,33924264,3.49,,1.63,1901522,2023-01-31,2023-01-31
20230131,BB,BlackBerry Limited,A,NYSE,25261487,27991961,,7354819,3.43,,-9.75,-2730474,2023-01-31,2023-01-31
20230131,EXPR,"Express, Inc.",A,NYSE,6276861,6266496,,1939038,3.24,,0.17,10365,2023-01-31,2023-01-31
20230131,GME,GameStop Corp. Class A,A,NYSE,57882022,60337728,,5063509,11.43,,-4.07,-2455706,2023-01-31,2023-01-31
20230131,GNUS,"Genius Brands International, I",R,SC,31769641,32329618,,1941621,16.36,,-1.73,-559977,2023-01-31,2023-01-31
20230131,KOSS,Koss Corporation Common Stock,R,SC,129836,128988,,30954,4.19,,0.66,848,2023-01-31,2023-01-31
20230131,NOK,Nokia Corporation,A,NYSE,17176895,12953653,,25711375,1.0,,32.6,4223242,2023-01-31,2023-01-31
20230113,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,116364530,113442490,,24449751,4.76,,2.58,2922040,2023-01-13,2023-01-13
20230113,BB,BlackBerry Limited,A,NYSE,27991961,30470286,,7299221,3.83,,-8.13,-2478325,2023-01-13,2023-01-13
20230113,EXPR,"Express, Inc.",A,NYSE,6266496,6565293,,1813059,3.46,,-4.55,-298797,2023-01-13,2023-01-13
20230113,GME,GameStop Corp. Class A,A,NYSE,60337728,58411815,,5296325,11.39,,3.3,1925913,2023-01-13,2023-01-13
20230113,GNUS,"Genius Brands International, I",R,SC,32329618,32493171,,1617868,19.98,,-0.5,-163553,2023-01-13,2023-01-13
20230113,KOSS,Koss Corporation Common Stock,R,SC,128988,143368,,21818,5.91,,-10.03,-14380,2023-01-13,2023-01-13
20230113,NOK,Nokia Corporation,A,NYSE,12953653,13348946,,15812324,1.0,,-2.96,-395293,2023-01-13,2023-01-13
20221230,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,113442490,108487434,,27793689,4.08,,4.57,4955056,2022-12-30,2022-12-30
20221230,BB,BlackBerry Limited,A,NYSE,30470286,28582647,,10001295,3.05,,6.6,1887639,2022-12-30,2022-12-30
20221230,EXPR,"Express, Inc.",A,NYSE,6565293,6404022,,2221471,2.96,,2.52,161271,2022-12-30,2022-12-30
20221230,GME,GameStop Corp. Class A,A,NYSE,58411815,54707097,,4488808,13.01,,6.77,3704718,2022-12-30,2022-12-30
20221230,GNUS,"Genius Brands International, I",R,SC,32493171,33303645,,1728539,18.8,,-2.43,-810474,2022-12-30,2022-12-30
20221230,KOSS,Koss Corporation Common Stock,R,SC,143368,147211,,23292,6.16,,-2.61,-3843,2022-12-30,2022-12-30
20221230,NOK,Nokia Corporation,A,NYSE,13348946,13738821,,13741273,1.0,,-2.84,-389875,2022-12-30,2022-12-30
20221215,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,108487434,100109744,,34743768,3.12,,8.37,8377690,2022-12-15,2022-12-15
20221215,BB,BlackBerry Limited,A,NYSE,28582647,35820882,,5768117,4.96,,-20.21,-7238235,2022-12-15,2022-12-15
20221215,EXPR,"Express, Inc.",A,NYSE,6404022,6765746,,10353035,1.0,,-5.35,-361724,2022-12-15,2022-12-15
20221215,GME,GameStop Corp. Class A,A,NYSE,54707097,54620238,,6511642,8.4,,0.16,86859,2022-12-15,2022-12-15
20221215,GNUS,"Genius Brands International, I",R,SC,33303645,35351513,,1158267,28.75,,-5.79,-2047868,2022-12-15,2022-12-15
20221215,KOSS,Koss Corporation Common Stock,R,SC,147211,165122,,22759,6.47,,-10.85,-17911,2022-12-15,2022-12-15
20221215,NOK,Nokia Corporation,A,NYSE,13738821,11862934,,17754068,1.0,,15.81,1875887,2022-12-15,2022-12-15
20221130,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,100109744,111534852,,22508104,4.45,,-10.24,-11425108,2022-11-30,2022-11-30
20221130,BB,BlackBerry Limited,A,NYSE,35820882,44068427,,4468689,8.02,,-18.72,-8247545,2022-11-30,2022-11-30
20221130,EXPR,"Express, Inc.",A,NYSE,6765746,6328790,,901394,7.51,,6.9,436956,2022-11-30,2022-11-30
20221130,GME,GameStop Corp. Class A,A,NYSE,54620238,54655571,,2877559,18.98,,-0.06,-35333,2022-11-30,2022-11-30
20221130,GNUS,"Genius Brands International, I",R,SC,35351513,35044877,,1179712,29.97,,0.87,306636,2022-11-30,2022-11-30
20221130,KOSS,Koss Corporation Common Stock,R,SC,165122,167681,,11825,13.96,,-1.53,-2559,2022-11-30,2022-11-30
20221130,NOK,Nokia Corporation,A,NYSE,11862934,12406173,,18786035,1.0,,-4.38,-543239,2022-11-30,2022-11-30
20221115,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,111534852,101835976,,30217469,3.69,,9.52,9698876,2022-11-15,2022-11-15
20221115,BB,BlackBerry Limited,A,NYSE,44068427,37143272,,8140461,5.41,,18.64,6925155,2022-11-15,2022-11-15
20221115,EXPR,"Express, Inc.",A,NYSE,6328790,6307084,,1667827,3.79,,0.34,21706,2022-11-15,2022-11-15
20221115,GME,GameStop Corp. Class A,A,NYSE,54655571,53372724,,4828453,11.32,,2.4,1282847,2022-11-15,2022-11-15
20221115,GNUS,"Genius Brands International, I",R,SC,35044877,35918322,,1280054,27.38,,-2.43,-873445,2022-11-15,2022-11-15
20221115,KOSS,Koss Corporation Common Stock,R,SC,167681,187446,,23738,7.06,,-10.54,-19765,2022-11-15,2022-11-15
20221115,NOK,Nokia Corporation,A,NYSE,12406173,12274297,,25186223,1.0,,1.07,131876,2022-11-15,2022-11-15
20221031,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,101835976,104360202,,19486818,5.23,,-2.42,-2524226,2022-10-31,2022-10-31
20221031,BB,BlackBerry Limited,A,NYSE,37143272,37445305,,4754272,7.81,,-0.81,-302033,2022-10-31,2022-10-31
20221031,EXPR,"Express, Inc.",A,NYSE,6307084,6471849,,867391,7.27,,-2.55,-164765,2022-10-31,2022-10-31
20221031,GME,GameStop Corp. Class A,A,NYSE,53372724,53883909,,6399185,8.34,,-0.95,-511185,2022-10-31,2022-10-31
20221031,GNUS,"Genius Brands International, I",R,SC,35918322,36559805,,1368054,26.26,,-1.75,-641483,2022-10-31,2022-10-31
20221031,KOSS,Koss Corporation Common Stock,R,SC,187446,202230,,35701,5.25,,-7.31,-14784,2022-10-31,2022-10-31
20221031,NOK,Nokia Corporation,A,NYSE,12274297,14681435,,35075334,1.0,,-16.4,-2407138,2022-10-31,2022-10-31
20221014,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,104360202,98918241,,25956941,4.02,,5.5,5441961,2022-10-14,2022-10-14
20221014,BB,BlackBerry Limited,A,NYSE,37445305,33817857,,8186289,4.57,,10.73,3627448,2022-10-14,2022-10-14
20221014,EXPR,"Express, Inc.",A,NYSE,6471849,6156926,,960394,6.74,,5.11,314923,2022-10-14,2022-10-14
20221014,GME,GameStop Corp. Class A,A,NYSE,53883909,51092394,,3260389,16.53,,5.46,2791515,2022-10-14,2022-10-14
20221014,GNUS,"Genius Brands International, I",R,SC,36559805,37762476,,921886,39.66,,-3.18,-1202671,2022-10-14,2022-10-14
20221014,KOSS,Koss Corporation Common Stock,R,SC,202230,217150,,21619,9.35,,-6.87,-14920,2022-10-14,2022-10-14
20221014,NOK,Nokia Corporation,A,NYSE,14681435,20484071,,22453560,1.0,,-28.33,-5802636,2022-10-14,2022-10-14
20220930,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,98918241,100011800,,25448389,3.89,,-1.09,-1093559,2022-09-30,2022-09-30
20220930,BB,BlackBerry Limited,A,NYSE,33817857,33031982,,6265667,5.4,,2.38,785875,2022-09-30,2022-09-30
20220930,EXPR,"Express, Inc.",A,NYSE,6156926,6504004,,1089186,5.65,,-5.34,-347078,2022-09-30,2022-09-30
20220930,GME,GameStop Corp. Class A,A,NYSE,51092394,49525156,,3714374,13.76,,3.16,1567238,2022-09-30,2022-09-30
20220930,GNUS,"Genius Brands International, I",R,SC,37762476,35469710,,1139009,33.15,,6.46,2292766,2022-09-30,2022-09-30
20220930,KOSS,Koss Corporation Common Stock,R,SC,217150,230519,,35915,6.05,,-5.8,-13369,2022-09-30,2022-09-30
20220930,NOK,Nokia Corporation,A,NYSE,20484071,21943038,,25386620,1.0,,-6.65,-1458967,2022-09-30,2022-09-30
20220915,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,100011800,102882941,,26913320,3.72,,-2.79,-2871141,2022-09-15,2022-09-15
20220915,BB,BlackBerry Limited,A,NYSE,33031982,33149504,,5300192,6.23,,-0.35,-117522,2022-09-15,2022-09-15
20220915,EXPR,"Express, Inc.",A,NYSE,6504004,6154722,,2600382,2.5,,5.68,349282,2022-09-15,2022-09-15
20220915,GME,GameStop Corp. Class A,A,NYSE,49525156,49593249,,6831517,7.25,,-0.14,-68093,2022-09-15,2022-09-15
20220915,GNUS,"Genius Brands International, I",R,SC,35469710,38212002,,1063642,33.35,,-7.18,-2742292,2022-09-15,2022-09-15
20220915,KOSS,Koss Corporation Common Stock,R,SC,230519,225937,,42204,5.46,,2.03,4582,2022-09-15,2022-09-15
20220915,NOK,Nokia Corporation,A,NYSE,21943038,21976796,,24981209,1.0,,-0.15,-33758,2022-09-15,2022-09-15
20220831,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,102882941,89152605,,56850037,1.81,,15.4,13730336,2022-08-31,2022-08-31
20220831,BB,BlackBerry Limited,A,NYSE,33149504,33039863,,5188402,6.39,,0.33,109641,2022-08-31,2022-08-31
20220831,EXPR,"Express, Inc.",A,NYSE,6154722,4975809,,3468736,1.77,,23.69,1178913,2022-08-31,2022-08-31
20220831,GME,GameStop Corp. Class A,A,NYSE,49593249,53245515,,7571276,6.55,,-6.86,-3652266,2022-08-31,2022-08-31
20220831,GNUS,"Genius Brands International, I",R,SC,38212002,39219348,,5964351,6.41,,-2.57,-1007346,2022-08-31,2022-08-31
20220831,KOSS,Koss Corporation Common Stock,R,SC,225937,219165,,257985,1.0,,3.09,6772,2022-08-31,2022-08-31
20220831,NOK,Nokia Corporation,A,NYSE,21976796,18698013,,28938247,1.0,,17.54,3278783,2022-08-31,2022-08-31
20220815,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,89152605,95091742,,69383841,1.28,,-6.25,-5939137,2022-08-15,2022-08-15
20220815,BB,BlackBerry Limited,A,NYSE,33039863,33161922,,5580087,5.92,,-0.37,-122059,2022-08-15,2022-08-15
20220815,EXPR,"Express, Inc.",A,NYSE,4975809,5453601,,3152624,1.58,,-8.76,-477792,2022-08-15,2022-08-15
20220815,GME,GameStop Corp. Class A,A,NYSE,53245515,59908446,,6687641,7.96,,-11.12,-6662931,2022-08-15,2022-08-15
20220815,GNUS,"Genius Brands International, I",R,SC,39219348,39575442,,2192850,17.89,,-0.9,-356094,2022-08-15,2022-08-15
20220815,KOSS,Koss Corporation Common Stock,R,SC,219165,389596,,195230,1.12,,-43.75,-170431,2022-08-15,2022-08-15
20220815,NOK,Nokia Corporation,A,NYSE,18698013,18332331,,23916980,1.0,,1.99,365682,2022-08-15,2022-08-15
20220729,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,95091742,96155658,,33099933,2.87,,-1.11,-1063916,2022-07-29,2022-07-29
