accountingYearMonthNumber,symbolCode,issueName,issuerServicesGroupExchangeCode,marketClassCode,currentShortPositionQuantity,previousShortPositionQuantity,stockSplitFlag,averageDailyVolumeQuantity,daysToCoverQuantity,revisionFlag,changePercent,changePreviousNumber,settlementDate,date
20220729,BB,BlackBerry Limited,A,NYSE,33161922,32556469,,4896801,6.77,,1.86,605453,2022-07-29,2022-07-29
20220729,EXPR,"Express, Inc.",A,NYSE,5453601,5543864,,1848555,2.95,,-1.63,-90263,2022-07-29,2022-07-29
20220729,GME,GameStop Corp. Class A,A,NYSE,59908446,14905476,S,7672095,7.81,,301.92,45002970,2022-07-29,2022-07-29
20220729,GNUS,"Genius Brands International, I",R,SC,39575442,40924893,,1505254,26.29,,-3.3,-1349451,2022-07-29,2022-07-29
20220729,KOSS,Koss Corporation Common Stock,R,SC,389596,228989,,920943,1.0,,70.14,160607,2022-07-29,2022-07-29
20220729,NOK,Nokia Corporation,A,NYSE,18332331,17144323,,22919477,1.0,,6.93,1188008,2022-07-29,2022-07-29
20220715,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,96155658,101375089,,38218788,2.52,,-5.15,-5219431,2022-07-15,2022-07-15
20220715,BB,BlackBerry Limited,A,NYSE,32556469,33928600,,6875657,4.74,,-4.04,-1372131,2022-07-15,2022-07-15
20220715,EXPR,"Express, Inc.",A,NYSE,5543864,5308574,,2094150,2.65,,4.43,235290,2022-07-15,2022-07-15
20220715,GME,GameStop Corp. Class A,A,NYSE,14905476,13301379,,3378234,4.41,,12.06,1604097,2022-07-15,2022-07-15
20220715,GNUS,"Genius Brands International, I",R,SC,40924893,40898473,,1607283,25.46,,0.06,26420,2022-07-15,2022-07-15
20220715,KOSS,Koss Corporation Common Stock,R,SC,228989,317702,,36831,6.22,,-27.92,-88713,2022-07-15,2022-07-15
20220715,NOK,Nokia Corporation,A,NYSE,17144323,19186557,,24454496,1.0,,-10.64,-2042234,2022-07-15,2022-07-15
20220630,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,101375089,113005857,,40389287,2.51,,-10.29,-11630768,2022-06-30,2022-06-30
20220630,BB,BlackBerry Limited,A,NYSE,33928600,36236460,,9687041,3.5,,-6.37,-2307860,2022-06-30,2022-06-30
20220630,EXPR,"Express, Inc.",A,NYSE,5308574,3805320,,3566614,1.49,,39.5,1503254,2022-06-30,2022-06-30
20220630,GME,GameStop Corp. Class A,A,NYSE,13301379,14511385,,2407151,5.53,,-8.34,-1210006,2022-06-30,2022-06-30
20220630,GNUS,"Genius Brands International, I",R,SC,40898473,47667045,,5640000,7.25,,-14.2,-6768572,2022-06-30,2022-06-30
20220630,KOSS,Koss Corporation Common Stock,R,SC,317702,214651,,37027,8.58,,48.01,103051,2022-06-30,2022-06-30
20220630,NOK,Nokia Corporation,A,NYSE,19186557,20869715,,35767688,1.0,,-8.07,-1683158,2022-06-30,2022-06-30
20220615,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,113005857,109829044,,37870463,2.98,,2.89,3176813,2022-06-15,2022-06-15
20220615,BB,BlackBerry Limited,A,NYSE,36236460,35038654,,10058518,3.6,,3.42,1197806,2022-06-15,2022-06-15
20220615,EXPR,"Express, Inc.",A,NYSE,3805320,4333960,,2859774,1.33,,-12.2,-528640,2022-06-15,2022-06-15
20220615,GME,GameStop Corp. Class A,A,NYSE,14511385,15537841,,4145012,3.5,,-6.61,-1026456,2022-06-15,2022-06-15
20220615,GNUS,"Genius Brands International, I",R,SC,47667045,52221993,,3254664,14.65,,-8.72,-4554948,2022-06-15,2022-06-15
20220615,KOSS,Koss Corporation Common Stock,R,SC,214651,396483,,69168,3.1,,-45.86,-181832,2022-06-15,2022-06-15
20220615,NOK,Nokia Corporation,A,NYSE,20869715,22207609,,35671143,1.0,,-6.02,-1337894,2022-06-15,2022-06-15
20220531,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,109829044,108869404,,55341780,1.98,,0.88,959640,2022-05-31,2022-05-31
20220531,BB,BlackBerry Limited,A,NYSE,35038654,39455116,,11999904,2.92,,-11.19,-4416462,2022-05-31,2022-05-31
20220531,EXPR,"Express, Inc.",A,NYSE,4333960,3772837,,6002279,1.0,,14.87,561123,2022-05-31,2022-05-31
20220531,GME,GameStop Corp. Class A,A,NYSE,15537841,15123772,,4982613,3.12,,2.74,414069,2022-05-31,2022-05-31
20220531,GNUS,"Genius Brands International, I",R,SC,52221993,51126522,,11484824,4.55,,2.14,1095471,2022-05-31,2022-05-31
20220531,KOSS,Koss Corporation Common Stock,R,SC,396483,227009,,93401,4.24,,74.66,169474,2022-05-31,2022-05-31
20220531,NOK,Nokia Corporation,A,NYSE,22207609,26954691,,32613694,1.0,,-17.61,-4747082,2022-05-31,2022-05-31
20220513,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,108869404,100632363,,46011134,2.37,,8.19,8237041,2022-05-13,2022-05-13
20220513,BB,BlackBerry Limited,A,NYSE,39455116,41253654,,9499437,4.15,,-4.36,-1798538,2022-05-13,2022-05-13
20220513,EXPR,"Express, Inc.",A,NYSE,3772837,3558590,,2500503,1.51,,6.02,214247,2022-05-13,2022-05-13
20220513,GME,GameStop Corp. Class A,A,NYSE,15123772,13540994,,3723329,4.06,,11.69,1582778,2022-05-13,2022-05-13
20220513,GNUS,"Genius Brands International, I",R,SC,51126522,50240703,,3175089,16.1,,1.76,885819,2022-05-13,2022-05-13
20220513,KOSS,Koss Corporation Common Stock,R,SC,227009,321932,,143991,1.58,,-29.49,-94923,2022-05-13,2022-05-13
20220513,NOK,Nokia Corporation,A,NYSE,26954691,33560759,,41866545,1.0,,-19.68,-6606068,2022-05-13,2022-05-13
20220429,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,100632363,99746843,,26133873,3.85,,0.89,885520,2022-04-29,2022-04-29
20220429,BB,BlackBerry Limited,A,NYSE,41253654,37289297,,5865991,7.03,,10.63,3964357,2022-04-29,2022-04-29
20220429,EXPR,"Express, Inc.",A,NYSE,3558590,3565173,,1669900,2.13,,-0.18,-6583,2022-04-29,2022-04-29
20220429,GME,GameStop Corp. Class A,A,NYSE,13540994,14128064,,1668138,8.12,,-4.16,-587070,2022-04-29,2022-04-29
20220429,GNUS,"Genius Brands International, I",R,SC,50240703,44948758,,2718732,18.48,,11.77,5291945,2022-04-29,2022-04-29
20220429,KOSS,Koss Corporation Common Stock,R,SC,321932,546401,,86133,3.74,,-41.08,-224469,2022-04-29,2022-04-29
20220429,NOK,Nokia Corporation,A,NYSE,33560759,31035920,,35450908,1.0,,8.14,2524839,2022-04-29,2022-04-29
20220414,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,99746843,101419084,,44886360,2.22,,-1.65,-1672241,2022-04-14,2022-04-14
20220414,BB,BlackBerry Limited,A,NYSE,37289297,35980435,,7854985,4.75,,3.64,1308862,2022-04-14,2022-04-14
20220414,EXPR,"Express, Inc.",A,NYSE,3565173,3772368,,2539807,1.4,,-5.49,-207195,2022-04-14,2022-04-14
20220414,GME,GameStop Corp. Class A,A,NYSE,14128064,12249471,,4123456,3.43,,15.34,1878593,2022-04-14,2022-04-14
20220414,GNUS,"Genius Brands International, I",R,SC,44948758,47938160,,3446406,13.04,,-6.24,-2989402,2022-04-14,2022-04-14
20220414,KOSS,Koss Corporation Common Stock,R,SC,546401,735085,,165931,3.29,,-25.67,-188684,2022-04-14,2022-04-14
20220414,NOK,Nokia Corporation,A,NYSE,31035920,34887535,,20732642,1.5,,-11.04,-3851615,2022-04-14,2022-04-14
20220331,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,101419084,104488090,,95444345,1.06,,-2.94,-3069006,2022-03-31,2022-03-31
20220331,BB,BlackBerry Limited,A,NYSE,35980435,38027692,,10124836,3.55,,-5.38,-2047257,2022-03-31,2022-03-31
20220331,EXPR,"Express, Inc.",A,NYSE,3772368,4060819,,3938768,1.0,,-7.1,-288451,2022-03-31,2022-03-31
20220331,GME,GameStop Corp. Class A,A,NYSE,12249471,12345458,,11318231,1.08,,-0.78,-95987,2022-03-31,2022-03-31
20220331,GNUS,"Genius Brands International, I",R,SC,47938160,43866450,,4069297,11.78,,9.28,4071710,2022-03-31,2022-03-31
20220331,KOSS,Koss Corporation Common Stock,R,SC,735085,103388,,1861308,1.0,,611.0,631697,2022-03-31,2022-03-31
20220331,NOK,Nokia Corporation,A,NYSE,34887535,34604435,,21747810,1.6,,0.82,283100,2022-03-31,2022-03-31
20220315,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,104488090,101327657,,33841970,3.09,,3.12,3160433,2022-03-15,2022-03-15
20220315,BB,BlackBerry Limited,A,NYSE,38027692,33619948,,6098536,6.24,,13.11,4407744,2022-03-15,2022-03-15
20220315,EXPR,"Express, Inc.",A,NYSE,4060819,3960634,,2982307,1.36,,2.53,100185,2022-03-15,2022-03-15
20220315,GME,GameStop Corp. Class A,A,NYSE,12345458,11713653,,2120654,5.82,,5.39,631805,2022-03-15,2022-03-15
20220315,GNUS,"Genius Brands International, I",R,SC,43866450,51966903,,2397523,18.3,,-15.59,-8100453,2022-03-15,2022-03-15
20220315,KOSS,Koss Corporation Common Stock,R,SC,103388,80981,,63462,1.63,,27.67,22407,2022-03-15,2022-03-15
20220315,NOK,Nokia Corporation,A,NYSE,34604435,36508513,,36402946,1.0,,-5.22,-1904078,2022-03-15,2022-03-15
20220228,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,101327657,104191445,,41096878,2.47,,-2.75,-2863788,2022-02-28,2022-02-28
20220228,BB,BlackBerry Limited,A,NYSE,33619948,34956153,,7151760,4.7,,-3.82,-1336205,2022-02-28,2022-02-28
20220228,EXPR,"Express, Inc.",A,NYSE,3960634,4040163,,2098393,1.89,,-1.97,-79529,2022-02-28,2022-02-28
20220228,GME,GameStop Corp. Class A,A,NYSE,11713653,11943772,,1698488,6.9,,-1.93,-230119,2022-02-28,2022-02-28
20220228,GNUS,"Genius Brands International, I",R,SC,51966903,47732404,,2598789,20.0,,8.87,4234499,2022-02-28,2022-02-28
20220228,KOSS,Koss Corporation Common Stock,R,SC,80981,114354,,39368,2.06,,-29.18,-33373,2022-02-28,2022-02-28
20220228,NOK,Nokia Corporation,A,NYSE,36508513,37699900,,33938394,1.08,,-3.16,-1191387,2022-02-28,2022-02-28
20220215,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,104191445,107800655,,59536582,1.75,,-3.35,-3609210,2022-02-15,2022-02-15
20220215,BB,BlackBerry Limited,A,NYSE,34956153,34590121,,8629933,4.05,,1.06,366032,2022-02-15,2022-02-15
20220215,EXPR,"Express, Inc.",A,NYSE,4040163,3380952,,3459606,1.17,,19.5,659211,2022-02-15,2022-02-15
20220215,GME,GameStop Corp. Class A,A,NYSE,11943772,10998384,,2972597,4.02,,8.6,945388,2022-02-15,2022-02-15
20220215,GNUS,"Genius Brands International, I",R,SC,47732404,58788373,,3207299,14.88,,-18.81,-11055969,2022-02-15,2022-02-15
20220215,KOSS,Koss Corporation Common Stock,R,SC,114354,139686,,83104,1.38,,-18.13,-25332,2022-02-15,2022-02-15
20220215,NOK,Nokia Corporation,A,NYSE,37699900,37552594,,24823680,1.52,,0.39,147306,2022-02-15,2022-02-15
20220131,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,107800655,97034798,,55478718,1.94,,11.09,10765857,2022-01-31,2022-01-31
20220131,BB,BlackBerry Limited,A,NYSE,34590121,33964104,,10853380,3.19,,1.84,626017,2022-01-31,2022-01-31
20220131,EXPR,"Express, Inc.",A,NYSE,3380952,3370434,,2694460,1.25,,0.31,10518,2022-01-31,2022-01-31
20220131,GME,GameStop Corp. Class A,A,NYSE,10998384,9377532,,4406441,2.5,,17.28,1620852,2022-01-31,2022-01-31
20220131,GNUS,"Genius Brands International, I",R,SC,58788373,59521910,,6751443,8.71,,-1.23,-733537,2022-01-31,2022-01-31
20220131,KOSS,Koss Corporation Common Stock,R,SC,139686,92675,,208323,1.0,,50.73,47011,2022-01-31,2022-01-31
20220131,NOK,Nokia Corporation,A,NYSE,37552594,44941848,,35477385,1.06,,-16.44,-7389254,2022-01-31,2022-01-31
20220114,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,97034798,94750342,,41324600,2.35,,2.41,2284456,2022-01-14,2022-01-14
20220114,BB,BlackBerry Limited,A,NYSE,33964104,33999823,,6883210,4.93,,-0.11,-35719,2022-01-14,2022-01-14
20220114,EXPR,"Express, Inc.",A,NYSE,3370434,3003673,,2592659,1.3,,12.21,366761,2022-01-14,2022-01-14
20220114,GME,GameStop Corp. Class A,A,NYSE,9377532,8449995,,4058237,2.31,,10.98,927537,2022-01-14,2022-01-14
20220114,GNUS,"Genius Brands International, I",R,SC,59521910,57479124,,5447961,10.93,,3.55,2042786,2022-01-14,2022-01-14
20220114,KOSS,Koss Corporation Common Stock,R,SC,92675,107278,,135022,1.0,,-13.61,-14603,2022-01-14,2022-01-14
20220114,NOK,Nokia Corporation,A,NYSE,44941848,41621327,,25926188,1.73,,7.98,3320521,2022-01-14,2022-01-14
20211231,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,94750342,96700247,,48096118,1.97,,-2.02,-1949905,2021-12-31,2021-12-31
20211231,BB,BlackBerry Limited,A,NYSE,33999823,36021833,,10639565,3.2,,-5.61,-2022010,2021-12-31,2021-12-31
20211231,EXPR,"Express, Inc.",A,NYSE,3003673,3081494,,3423243,1.0,,-2.53,-77821,2021-12-31,2021-12-31
20211231,GME,GameStop Corp. Class A,A,NYSE,8449995,8611843,,1798277,4.7,,-1.88,-161848,2021-12-31,2021-12-31
20211231,GNUS,"Genius Brands International, I",R,SC,57479124,53843134,,6200197,9.27,,6.75,3635990,2021-12-31,2021-12-31
20211231,KOSS,Koss Corporation Common Stock,R,SC,107278,164455,,88993,1.21,,-34.77,-57177,2021-12-31,2021-12-31
20211231,NAKD,Naked Brand Group Limited Ordi,R,SC,2016012,10664013,S,6998526,1.0,,-81.1,-8648001,2021-12-31,2021-12-31
20211231,NOK,Nokia Corporation,A,NYSE,41621327,43604897,,16998006,2.45,,-4.55,-1983570,2021-12-31,2021-12-31
20211215,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,96700247,83406245,,60336885,1.6,,15.94,13294002,2021-12-15,2021-12-15
20211215,BB,BlackBerry Limited,A,NYSE,36021833,36230295,,8916116,4.04,,-0.58,-208462,2021-12-15,2021-12-15
20211215,EXPR,"Express, Inc.",A,NYSE,3081494,3381872,,6178201,1.0,,-8.88,-300378,2021-12-15,2021-12-15
20211215,GME,GameStop Corp. Class A,A,NYSE,8611843,6421977,,3611552,2.38,,34.1,2189866,2021-12-15,2021-12-15
20211215,GNUS,"Genius Brands International, I",R,SC,53843134,47084674,,6395188,8.42,,14.35,6758460,2021-12-15,2021-12-15
20211215,KOSS,Koss Corporation Common Stock,R,SC,164455,174112,,158117,1.04,,-5.55,-9657,2021-12-15,2021-12-15
20211215,NAKD,Naked Brand Group Limited Ordi,R,SC,10664013,15990765,,35275694,1.0,,-33.31,-5326752,2021-12-15,2021-12-15
20211215,NOK,Nokia Corporation,A,NYSE,43604897,39169134,,25724505,1.7,,11.32,4435763,2021-12-15,2021-12-15
20211130,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,83406245,87462304,,26730397,3.12,,-4.64,-4056059,2021-11-30,2021-11-30
20211130,BB,BlackBerry Limited,A,NYSE,36230295,34270410,,6276348,5.77,,5.72,1959885,2021-11-30,2021-11-30
20211130,EXPR,"Express, Inc.",A,NYSE,3381872,2783913,,3790691,1.0,,21.48,597959,2021-11-30,2021-11-30
20211130,GME,GameStop Corp. Class A,A,NYSE,6421977,6775394,,1972550,3.26,,-5.22,-353417,2021-11-30,2021-11-30
20211130,GNUS,"Genius Brands International, I",R,SC,47084674,50623846,,6420650,7.33,,-6.99,-3539172,2021-11-30,2021-11-30
20211130,KOSS,Koss Corporation Common Stock,R,SC,174112,213743,,151312,1.15,,-18.54,-39631,2021-11-30,2021-11-30
20211130,NAKD,Naked Brand Group Limited Ordi,R,SC,15990765,10867747,,65688809,1.0,,47.14,5123018,2021-11-30,2021-11-30
20211130,NOK,Nokia Corporation,A,NYSE,39169134,36309610,,20767749,1.89,,7.88,2859524,2021-11-30,2021-11-30
20211115,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,87462304,94637512,,42178712,2.07,,-7.58,-7175208,2021-11-15,2021-11-15
20211115,BB,BlackBerry Limited,A,NYSE,34270410,37901188,,9311948,3.68,,-9.58,-3630778,2021-11-15,2021-11-15
20211115,EXPR,"Express, Inc.",A,NYSE,2783913,3302311,,4110596,1.0,,-15.7,-518398,2021-11-15,2021-11-15
20211115,GME,GameStop Corp. Class A,A,NYSE,6775394,7060752,,3054295,2.22,,-4.04,-285358,2021-11-15,2021-11-15
20211115,GNUS,"Genius Brands International, I",R,SC,50623846,50014926,,8558458,5.92,,1.22,608920,2021-11-15,2021-11-15
20211115,KOSS,Koss Corporation Common Stock,R,SC,213743,244510,,370502,1.0,,-12.58,-30767,2021-11-15,2021-11-15
20211115,NAKD,Naked Brand Group Limited Ordi,R,SC,10867747,15851692,,97179892,1.0,,-31.44,-4983945,2021-11-15,2021-11-15
20211115,NOK,Nokia Corporation,A,NYSE,36309610,36767022,,17698674,2.05,,-1.24,-457412,2021-11-15,2021-11-15
20211029,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,94637512,92239378,,35552514,2.66,,2.6,2398134,2021-10-29,2021-10-29
20211029,BB,BlackBerry Limited,A,NYSE,37901188,39680770,,10989990,3.45,,-4.48,-1779582,2021-10-29,2021-10-29
20211029,EXPR,"Express, Inc.",A,NYSE,3302311,3437167,,3301344,1.0,,-3.92,-134856,2021-10-29,2021-10-29
20211029,GME,GameStop Corp. Class A,A,NYSE,7060752,7672089,,1985671,3.56,,-7.97,-611337,2021-10-29,2021-10-29
20211029,GNUS,"Genius Brands International, I",R,SC,50014926,46087709,,37342348,1.34,,8.52,3927217,2021-10-29,2021-10-29
20211029,KOSS,Koss Corporation Common Stock,R,SC,244510,569720,,229088,1.07,,-57.08,-325210,2021-10-29,2021-10-29
20211029,NAKD,Naked Brand Group Limited Ordi,R,SC,15851692,14587952,,35272582,1.0,,8.66,1263740,2021-10-29,2021-10-29
20211029,NOK,Nokia Corporation,A,NYSE,36767022,33658333,,21177024,1.74,,9.24,3108689,2021-10-29,2021-10-29
20211015,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,92239378,91042415,,41512289,2.22,,1.31,1196963,2021-10-15,2021-10-15
20211015,BB,BlackBerry Limited,A,NYSE,39680770,40179571,,8128738,4.88,,-1.24,-498801,2021-10-15,2021-10-15
20211015,EXPR,"Express, Inc.",A,NYSE,3437167,3149589,,2756778,1.25,,9.13,287578,2021-10-15,2021-10-15
20211015,GME,GameStop Corp. Class A,A,NYSE,7672089,7820947,,1451392,5.29,,-1.9,-148858,2021-10-15,2021-10-15
20211015,GNUS,"Genius Brands International, I",R,SC,46087709,46046304,,2951596,15.61,,0.09,41405,2021-10-15,2021-10-15
20211015,KOSS,Koss Corporation Common Stock,R,SC,569720,151592,,1641277,1.0,,275.82,418128,2021-10-15,2021-10-15
20211015,NAKD,Naked Brand Group Limited Ordi,R,SC,14587952,28248545,,45978531,1.0,,-48.36,-13660593,2021-10-15,2021-10-15
20211015,NOK,Nokia Corporation,A,NYSE,33658333,31442774,,17914263,1.88,,7.05,2215559,2021-10-15,2021-10-15
20210930,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,91042415,97130969,,54969157,1.66,,-6.27,-6088554,2021-09-30,2021-09-30
20210930,BB,BlackBerry Limited,A,NYSE,40179571,39113143,,12474973,3.22,,2.73,1066428,2021-09-30,2021-09-30
20210930,EXPR,"Express, Inc.",A,NYSE,3149589,3382500,,3907983,1.0,,-6.89,-232911,2021-09-30,2021-09-30
20210930,GME,GameStop Corp. Class A,A,NYSE,7820947,7375940,,2502466,3.13,,6.03,445007,2021-09-30,2021-09-30
20210930,GNUS,"Genius Brands International, I",R,SC,46046304,49377181,,4422079,10.41,,-6.75,-3330877,2021-09-30,2021-09-30
20210930,KOSS,Koss Corporation Common Stock,R,SC,151592,245627,,156515,1.0,,-38.28,-94035,2021-09-30,2021-09-30
20210930,NAKD,Naked Brand Group Limited Ordi,R,SC,28248545,40314337,,137706962,1.0,,-29.93,-12065792,2021-09-30,2021-09-30
20210930,NOK,Nokia Corporation,A,NYSE,31442774,34196259,,21226167,1.48,,-8.05,-2753485,2021-09-30,2021-09-30
20210915,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,97130969,95943759,,79573617,1.22,,1.24,1187210,2021-09-15,2021-09-15
20210915,BB,BlackBerry Limited,A,NYSE,39113143,36818052,,7505889,5.21,,6.23,2295091,2021-09-15,2021-09-15
20210915,EXPR,"Express, Inc.",A,NYSE,3382500,3334652,,4527445,1.0,,1.43,47848,2021-09-15,2021-09-15
20210915,GME,GameStop Corp. Class A,A,NYSE,7375940,7796968,,3598836,2.05,,-5.4,-421028,2021-09-15,2021-09-15
20210915,GNUS,"Genius Brands International, I",R,SC,49377181,51671907,,3980880,12.4,,-4.44,-2294726,2021-09-15,2021-09-15
20210915,KOSS,Koss Corporation Common Stock,R,SC,245627,323906,,209306,1.17,,-24.17,-78279,2021-09-15,2021-09-15
20210915,NAKD,Naked Brand Group Limited Ordi,R,SC,40314337,46909862,,30595282,1.32,,-14.06,-6595525,2021-09-15,2021-09-15
20210915,NOK,Nokia Corporation,A,NYSE,34196259,35224476,,17527771,1.95,,-2.92,-1028217,2021-09-15,2021-09-15
20210831,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,95943759,92417118,,105520739,1.0,,3.82,3526641,2021-08-31,2021-08-31
20210831,BB,BlackBerry Limited,A,NYSE,36818052,36790618,,12049160,3.06,,0.07,27434,2021-08-31,2021-08-31
20210831,EXPR,"Express, Inc.",A,NYSE,3334652,3987000,,7268004,1.0,,-16.36,-652348,2021-08-31,2021-08-31
20210831,GME,GameStop Corp. Class A,A,NYSE,7796968,7573914,,4313674,1.81,,2.95,223054,2021-08-31,2021-08-31
20210831,GNUS,"Genius Brands International, I",R,SC,51671907,46510766,,6204545,8.33,,11.1,5161141,2021-08-31,2021-08-31
20210831,KOSS,Koss Corporation Common Stock,R,SC,323906,429640,,734856,1.0,,-24.61,-105734,2021-08-31,2021-08-31
20210831,NAKD,Naked Brand Group Limited Ordi,R,SC,46909862,44183399,,61245990,1.0,,6.17,2726463,2021-08-31,2021-08-31
20210831,NOK,Nokia Corporation,A,NYSE,35224476,37781989,,15836121,2.22,,-6.77,-2557513,2021-08-31,2021-08-31
20210813,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,92417118,85845513,,76383750,1.21,,7.66,6571605,2021-08-13,2021-08-13
20210813,BB,BlackBerry Limited,A,NYSE,36790618,36262944,,5887473,6.25,,1.46,527674,2021-08-13,2021-08-13
20210813,EXPR,"Express, Inc.",A,NYSE,3987000,5180653,,5569758,1.0,,-23.04,-1193653,2021-08-13,2021-08-13
20210813,GME,GameStop Corp. Class A,A,NYSE,7573914,7664869,,3029440,2.5,,-1.19,-90955,2021-08-13,2021-08-13
20210813,GNUS,"Genius Brands International, I",R,SC,46510766,46538319,,4943595,9.41,,-0.06,-27553,2021-08-13,2021-08-13
20210813,KOSS,Koss Corporation Common Stock,R,SC,429640,578420,,417705,1.03,,-25.72,-148780,2021-08-13,2021-08-13
20210813,NAKD,Naked Brand Group Limited Ordi,R,SC,44183399,43162111,,22848573,1.93,,2.37,1021288,2021-08-13,2021-08-13
20210813,NOK,Nokia Corporation,A,NYSE,37781989,33345246,,21389379,1.77,,13.31,4436743,2021-08-13,2021-08-13
20210730,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,85845513,79747897,,98418632,1.0,,7.65,6097616,2021-07-30,2021-07-30
20210730,BB,BlackBerry Limited,A,NYSE,36262944,37062927,,8915641,4.07,,-2.16,-799983,2021-07-30,2021-07-30
20210730,EXPR,"Express, Inc.",A,NYSE,5180653,4232016,,5123332,1.01,,22.42,948637,2021-07-30,2021-07-30
20210730,GME,GameStop Corp. Class A,A,NYSE,7664869,8075454,,2270693,3.38,,-5.08,-410585,2021-07-30,2021-07-30
20210730,GNUS,"Genius Brands International, I",R,SC,46538319,45792516,,4613851,10.09,,1.63,745803,2021-07-30,2021-07-30
20210730,KOSS,Koss Corporation Common Stock,R,SC,578420,310849,,170092,3.4,,86.08,267571,2021-07-30,2021-07-30
20210730,NAKD,Naked Brand Group Limited Ordi,R,SC,43162111,39620421,,27615539,1.56,,8.94,3541690,2021-07-30,2021-07-30
20210730,NOK,Nokia Corporation,A,NYSE,33345246,31760218,,31161885,1.07,,4.99,1585028,2021-07-30,2021-07-30
20210715,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,79747897,75479862,,99636441,1.0,,5.65,4268035,2021-07-15,2021-07-15
20210715,BB,BlackBerry Limited,A,NYSE,37062927,37059887,,10066182,3.68,,0.01,3040,2021-07-15,2021-07-15
20210715,EXPR,"Express, Inc.",A,NYSE,4232016,6397325,,7011924,1.0,,-33.85,-2165309,2021-07-15,2021-07-15
20210715,GME,GameStop Corp. Class A,A,NYSE,8075454,8224618,,2903947,2.78,,-1.81,-149164,2021-07-15,2021-07-15
20210715,GNUS,"Genius Brands International, I",R,SC,45792516,49622977,,6254616,7.32,,-7.72,-3830461,2021-07-15,2021-07-15
20210715,KOSS,Koss Corporation Common Stock,R,SC,310849,440262,,250637,1.24,,-29.39,-129413,2021-07-15,2021-07-15
20210715,NAKD,Naked Brand Group Limited Ordi,R,SC,39620421,38727451,,27860228,1.42,,2.31,892970,2021-07-15,2021-07-15
20210715,NOK,Nokia Corporation,A,NYSE,31760218,29064391,,34692114,1.0,,9.28,2695827,2021-07-15,2021-07-15
20210630,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,75479862,85076339,,142292531,1.0,,-11.28,-9596477,2021-06-30,2021-06-30
20210630,BB,BlackBerry Limited,A,NYSE,37059887,37728365,,29347561,1.26,,-1.77,-668478,2021-06-30,2021-06-30
20210630,EXPR,"Express, Inc.",A,NYSE,6397325,7070633,,17593701,1.0,,-9.52,-673308,2021-06-30,2021-06-30
20210630,GME,GameStop Corp. Class A,A,NYSE,8224618,9670734,,5256753,1.56,,-14.95,-1446116,2021-06-30,2021-06-30
20210630,GNUS,"Genius Brands International, I",R,SC,49622977,41592101,,10835660,4.58,,19.31,8030876,2021-06-30,2021-06-30
20210630,KOSS,Koss Corporation Common Stock,R,SC,440262,429729,,696104,1.0,,2.45,10533,2021-06-30,2021-06-30
20210630,NAKD,Naked Brand Group Limited Ordi,R,SC,38727451,38877395,,40512041,1.0,,-0.39,-149944,2021-06-30,2021-06-30
20210630,NOK,Nokia Corporation,A,NYSE,29064391,37910354,,29238239,1.0,,-23.33,-8845963,2021-06-30,2021-06-30
20210615,AMC,"AMC ENTERTAINMENT HOLDINGS, IN",A,NYSE,85076339,102302200,,359533859,1.0,R,-16.84,-17225861,2021-06-15,2021-06-15
20210615,BB,BlackBerry Limited,A,NYSE,37728365,46940482,,165501834,1.0,R,-19.63,-9212117,2021-06-15,2021-06-15
20210615,EXPR,"Express, Inc.",A,NYSE,7070633,6160306,,22607102,1.0,R,14.78,910327,2021-06-15,2021-06-15
