ticker,date,marketCap
ADTN,2024-07-31,533570779
ADTN,2024-08-31,439994160
ADTN,2024-09-30,467592360
ADTN,2024-10-31,479420160
ADTN,2024-11-30,671092000
ADTN,2024-12-31,657670160
ADTN,2025-01-31,818732239
ADTN,2025-02-28,835991870
ADTN,2025-03-31,689673520
ADTN,2025-04-30,605837060
ADTN,2025-05-31,638658020
ADTN,2025-06-30,627523260
ADUS,2024-06-30,1865074930
ADUS,2024-07-31,1949405680
ADUS,2024-08-31,2151702770
ADUS,2024-09-30,2152026310
ADUS,2024-10-31,2012742340
ADUS,2024-11-30,2194905120
ADUS,2024-12-31,2239753800
ADUS,2025-01-31,2236358880
ADUS,2025-02-28,1752016380
ADUS,2025-03-31,1809093660
ADUS,2025-04-30,1897373400
ADUS,2025-05-31,2040633090
ADUS,2025-06-30,2093622210
ADV,2024-06-30,1035095259
ADV,2024-07-31,1289047201
ADV,2024-08-31,1249202106
ADV,2024-09-30,1107173960
ADV,2024-10-31,987741200
ADV,2024-11-30,1143046832
ADV,2024-12-31,937555267
ADV,2025-01-31,847652707
ADV,2025-02-28,805912233
ADV,2025-03-31,484831662
ADV,2025-04-30,430247965
ADV,2025-05-31,382803293
ADV,2025-06-30,524344007
ADVM,2024-06-30,143044720
ADVM,2024-07-31,154721840
ADVM,2024-08-31,144712880
ADVM,2024-09-30,146381040
ADVM,2024-10-31,152219600
ADVM,2024-11-30,138616640
ADVM,2024-12-31,97490920
ADVM,2025-01-31,88096720
ADVM,2025-02-28,98325960
ADVM,2025-03-31,91228120
ADVM,2025-04-30,32824939
ADVM,2025-05-31,46482360
ADVM,2025-06-30,47110500
AEHR,2024-06-30,322433220
AEHR,2024-07-31,546343110
AEHR,2024-08-31,440375130
AEHR,2024-09-30,372046050
AEHR,2024-10-31,409826560
AEHR,2024-11-30,346082230
AEHR,2024-12-31,484049410
AEHR,2025-01-31,336036470
AEHR,2025-02-28,285912760
AEHR,2025-03-31,216214110
AEHR,2025-04-30,253622489
AEHR,2025-05-31,283652820
AEHR,2025-06-30,331522950
AEIS,2024-06-30,4063164840
AEIS,2024-07-31,4360849380
AEIS,2024-08-31,3975616660
AEIS,2024-09-30,3943763760
AEIS,2024-10-31,4073347960
AEIS,2024-11-30,4317681280
AEIS,2024-12-31,4339825160
AEIS,2025-01-31,4319182560
AEIS,2025-02-28,4323021120
AEIS,2025-03-31,3577556160
AEIS,2025-04-30,3662616000
AEIS,2025-05-31,4315728000
AEIS,2025-06-30,4836488000
AEO,2024-06-30,3920722840
AEO,2024-07-31,4331259450
AEO,2024-08-31,3985543379
AEO,2024-09-30,4336069790
AEO,2024-10-31,3793818990
AEO,2024-11-30,3726037639
AEO,2024-12-31,3194472100
AEO,2025-01-31,3092908200
AEO,2025-02-28,2508436700
AEO,2025-03-31,2245371329
AEO,2025-04-30,2005933409
AEO,2025-05-31,2087847120
AEO,2025-06-30,1857345750
AESI,2024-06-30,2051414830
AESI,2024-07-31,2186254440
AESI,2024-08-31,2342339760
AESI,2024-09-30,2421195200
AESI,2024-10-31,2150410310
AESI,2024-11-30,2589942310
AESI,2024-12-31,2437204940
AESI,2025-01-31,2522913680
AESI,2025-02-28,2135986080
AESI,2025-03-31,1966253440
AESI,2025-04-30,1491222480
AESI,2025-05-31,1436676750
AESI,2025-06-30,1702728000
AEVA,2024-06-30,133547634
AEVA,2024-07-31,194945661
AEVA,2024-08-31,177223328
AEVA,2024-09-30,177614644
AEVA,2024-10-31,198669267
AEVA,2024-11-30,248336584
AEVA,2024-12-31,260062918
AEVA,2025-01-31,232140373
AEVA,2025-02-28,196005315
AEVA,2025-03-31,383250616
AEVA,2025-04-30,389273125
AEVA,2025-05-31,1000284107
AEVA,2025-06-30,1375869711
AEYE,2024-06-30,206195490
AEYE,2024-07-31,292926090
AEYE,2024-08-31,283329630
AEYE,2024-09-30,267413550
AEYE,2024-10-31,249273900
AEYE,2024-11-30,321963200
AEYE,2024-12-31,181911600
AEYE,2025-01-31,226522400
AEYE,2025-02-28,155599600
AEYE,2025-03-31,135153600
AEYE,2025-04-30,134431500
AEYE,2025-05-31,151405800
AEYE,2025-06-30,146325900
AFCG,2024-06-30,248805275
AFCG,2024-07-31,182933058
AFCG,2024-08-31,213384041
AFCG,2024-09-30,208284040
AFCG,2024-10-31,198900039
AFCG,2024-11-30,201256769
AFCG,2024-12-31,172298961
AFCG,2025-01-31,168368972
AFCG,2025-02-28,176435790
AFCG,2025-03-31,121413211
AFCG,2025-04-30,120105349
AFCG,2025-05-31,109605975
AFCG,2025-06-30,102313642
AFRI,2024-06-30,286802088
AFRI,2024-07-31,315294142
AFRI,2024-08-31,303467251
AFRI,2024-09-30,304811216
AFRI,2024-10-31,276319162
AFRI,2024-11-30,274975198
AFRI,2024-12-31,275512784
AFRI,2025-01-31,258310034
AFRI,2025-02-28,243257628
AFRI,2025-03-31,231161945
AFRI,2025-04-30,220679020
AFRI,2025-05-31,209120922
AFRI,2025-06-30,208045751
AGEN,2024-06-30,341164083
AGEN,2024-07-31,123022750
AGEN,2024-08-31,108469300
AGEN,2024-09-30,115419760
AGEN,2024-10-31,88460400
AGEN,2024-11-30,73701000
AGEN,2024-12-31,59047000
AGEN,2025-01-31,81890000
AGEN,2025-02-28,61417500
AGEN,2025-03-31,32424230
AGEN,2025-04-30,65043415
AGEN,2025-05-31,83928670
AGEN,2025-06-30,116961820
AGIO,2024-06-30,2449325783
AGIO,2024-07-31,2641988299
AGIO,2024-08-31,2614087991
AGIO,2024-09-30,2523953448
AGIO,2024-10-31,2523953448
AGIO,2024-11-30,3373792376
AGIO,2024-12-31,1866691656
AGIO,2025-01-31,1953607001
AGIO,2025-02-28,2018935529
AGIO,2025-03-31,1664457259
AGIO,2025-04-30,1705963499
AGIO,2025-05-31,1843865567
AGIO,2025-06-30,1977170899
AGL,2024-06-30,2674454520
AGL,2024-07-31,2817582820
AGL,2024-08-31,1677985680
AGL,2024-09-30,1616295030
AGL,2024-10-31,1048741049
AGL,2024-11-30,860225190
AGL,2024-12-31,782022900
AGL,2025-01-31,1374713940
AGL,2025-02-28,1285577280
AGL,2025-03-31,1784150520
AGL,2025-04-30,1755307440
AGL,2025-05-31,916717920
AGL,2025-06-30,871294960
AGM,2024-06-30,1967140780
AGM,2024-07-31,2244292260
AGM,2024-08-31,2149066010
AGM,2024-09-30,2037896340
AGM,2024-10-31,1992877980
AGM,2024-11-30,2321272780
AGM,2024-12-31,2145967199
AGM,2025-01-31,2155010880
AGM,2025-02-28,2278026720
AGM,2025-03-31,2043108960
AGM,2025-04-30,1910395680
AGM,2025-05-31,2031232319
AGM,2025-06-30,2049973439
AGS,2024-06-30,456561500
AGS,2024-07-31,461469350
AGS,2024-08-31,456229960
AGS,2024-09-30,456180890
AGS,2024-10-31,465793130
AGS,2024-11-30,465392619
AGS,2024-12-31,461788030
AGS,2025-01-31,482214039
AGS,2025-02-28,485418119
AGS,2025-03-31,485017610
AGS,2025-04-30,498470511
AGS,2025-05-31,504270520
AGS,2025-06-30,510873080
AGX,2024-06-30,969882120
AGX,2024-07-31,1046375010
AGX,2024-08-31,1051412670
AGX,2024-09-30,1359466290
AGX,2024-10-31,1769732120
AGX,2024-11-30,2090063820
AGX,2024-12-31,1854151200
AGX,2025-01-31,1850904000
AGX,2025-02-28,1763906100
AGX,2025-03-31,1783649659
AGX,2025-04-30,2082261740
AGX,2025-05-31,2859659400
AGX,2025-06-30,2765289280
AGYS,2024-06-30,2802719820
AGYS,2024-07-31,3041450060
AGYS,2024-08-31,3068855400
AGYS,2024-09-30,2956791980
AGYS,2024-10-31,2754401320
AGYS,2024-11-30,3697681900
AGYS,2024-12-31,3626371430
AGYS,2025-01-31,2496116740
AGYS,2025-02-28,2240750330
AGYS,2025-03-31,2006964180
AGYS,2025-04-30,2057041449
AGYS,2025-05-31,2930211970
AGYS,2025-06-30,3001592830
AHCO,2024-06-30,1329139990
AHCO,2024-07-31,1509903028
AHCO,2024-08-31,1464065809
AHCO,2024-09-30,1496038128
AHCO,2024-10-31,1370813209
AHCO,2024-11-30,1347059090
AHCO,2024-12-31,1278564560
AHCO,2025-01-31,1453158460
AHCO,2025-02-28,1531463500
AHCO,2025-03-31,1458793000
AHCO,2025-04-30,1145233250
AHCO,2025-05-31,1210495020
AHCO,2025-06-30,1130963610
AHH,2024-06-30,987596805
AHH,2024-07-31,1057948606
AHH,2024-08-31,1096241359
AHH,2024-09-30,964443047
AHH,2024-10-31,964443047
AHH,2024-11-30,984034688
AHH,2024-12-31,911011299
AHH,2025-01-31,870937489
AHH,2025-02-28,817505741
AHH,2025-03-31,668787376
AHH,2025-04-30,684802160
AHH,2025-05-31,557888641
AHH,2025-06-30,562698026
AHR,2024-06-30,1907074609
AHR,2024-07-31,2131699955
AHR,2024-08-31,2799026352
AHR,2024-09-30,4011639165
AHR,2024-10-31,4088490490
AHR,2024-11-30,4581875996
AHR,2024-12-31,4368229313
AHR,2025-01-31,4348247968
AHR,2025-02-28,4578801943
AHR,2025-03-31,4657190295
AHR,2025-04-30,4961521542
AHR,2025-05-31,5482883295
AHR,2025-06-30,5628821517
AI,2024-06-30,3619391840
AI,2024-07-31,3420522500
AI,2024-08-31,2984485800
AI,2024-09-30,3098290100
AI,2024-10-31,3211308660
AI,2024-11-30,4847602760
AI,2024-12-31,4489052260
AI,2025-01-31,4087475700
AI,2025-02-28,3057457900
AI,2025-03-31,2744541100
AI,2025-04-30,2869707820
AI,2025-05-31,3466857380
AI,2025-06-30,3077015200
AIN,2024-06-30,2638386900
AIN,2024-07-31,2924468580
AIN,2024-08-31,2942594160
AIN,2024-09-30,2774874350
AIN,2024-10-31,2121209520
AIN,2024-11-30,2589049900
AIN,2024-12-31,2497543070
AIN,2025-01-31,2521903250
AIN,2025-02-28,2391357670
AIN,2025-03-31,2156188240
AIN,2025-04-30,2026920480
AIN,2025-05-31,2036475609
AIN,2025-06-30,2094731079
AIOT,2024-06-30,489611520
AIOT,2024-07-31,485326080
AIOT,2024-08-31,534608640
AIOT,2024-09-30,535680000
AIOT,2024-10-31,538894080
AIOT,2024-11-30,754237440
AIOT,2024-12-31,713525760
AIOT,2025-01-31,633173760
AIOT,2025-02-28,755308800
AIOT,2025-03-31,588176640
AIOT,2025-04-30,539965440
AIOT,2025-05-31,487468800
AIOT,2025-06-30,486397440
AIP,2024-06-30,283195025
AIP,2024-07-31,315126089
AIP,2024-08-31,330132093
AIP,2024-09-30,297041930
AIP,2024-10-31,262027920
AIP,2024-11-30,341480006
AIP,2024-12-31,400423621
AIP,2025-01-31,417320790
AIP,2025-02-28,365430510
AIP,2025-03-31,277486245
AIP,2025-04-30,267446945
AIP,2025-05-31,317428182
AIP,2025-06-30,338263237
AIR,2024-06-30,2559040000
AIR,2024-07-31,2273920000
AIR,2024-08-31,2315456000
AIR,2024-09-30,2300672000
AIR,2024-10-31,2066240000
AIR,2024-11-30,2447104000
AIR,2024-12-31,2169312000
AIR,2025-01-31,2398704000
AIR,2025-02-28,2301708000
AIR,2025-03-31,1982046000
AIR,2025-04-30,1892484000
AIR,2025-05-31,2173914000
AIR,2025-06-30,2390208000
AIRS,2024-06-30,229688232
AIRS,2024-07-31,285387628
AIRS,2024-08-31,241164575
AIRS,2024-09-30,291814892
AIRS,2024-10-31,327500342
AIRS,2024-11-30,393755804
AIRS,2024-12-31,299208290
AIRS,2025-01-31,276147921
AIRS,2025-02-28,261735190
AIRS,2025-03-31,134992040
AIRS,2025-04-30,127025181
AIRS,2025-05-31,258147949
AIRS,2025-06-30,279221490
AISP,2024-06-30,83362345
AISP,2024-07-31,98291771
AISP,2024-08-31,76805881
AISP,2024-09-30,56547696
AISP,2024-10-31,46713314
AISP,2024-11-30,76708179
AISP,2024-12-31,153908078
AISP,2025-01-31,109899218
AISP,2025-02-28,104244449
AISP,2025-03-31,94901786
AISP,2025-04-30,95639364
AISP,2025-05-31,163275600
AISP,2025-06-30,166128960
AIT,2024-06-30,7482192000
AIT,2024-07-31,8378059620
AIT,2024-08-31,7876197760
AIT,2024-09-30,8574216510
AIT,2024-10-31,8899308930
AIT,2024-11-30,10556665440
AIT,2024-12-31,9191577010
AIT,2025-01-31,9980731489
AIT,2025-02-28,9618012140
AIT,2025-03-31,8649225220
AIT,2025-04-30,9337816240
AIT,2025-05-31,8694517160
AIT,2025-06-30,8720233770
AIV,2024-06-30,1165524259
AIV,2024-07-31,1245662840
AIV,2024-08-31,1300288800
AIV,2024-09-30,1263936639
AIV,2024-10-31,1180047040
AIV,2024-11-30,1208861160
AIV,2024-12-31,1243048410
AIV,2025-01-31,1236210960
AIV,2025-02-28,1236763950
AIV,2025-03-31,1202599200
AIV,2025-04-30,1080972690
AIV,2025-05-31,1092485940
AIV,2025-06-30,1160937440
AKBA,2024-06-30,209054254
AKBA,2024-07-31,282838108
AKBA,2024-08-31,325043365
AKBA,2024-09-30,276811124
AKBA,2024-10-31,348110959
AKBA,2024-11-30,433317825
AKBA,2024-12-31,399662072
AKBA,2025-01-31,471180548
AKBA,2025-02-28,389144649
AKBA,2025-03-31,405017583
AKBA,2025-04-30,527064609
AKBA,2025-05-31,713558091
AKBA,2025-06-30,866631609
AKR,2024-06-30,1830133760
AKR,2024-07-31,2241736030
AKR,2024-08-31,2331861277
AKR,2024-09-30,2432345748
AKR,2024-10-31,2653515990
AKR,2024-11-30,2800873350
AKR,2024-12-31,2617760160
AKR,2025-01-31,2496407040
AKR,2025-02-28,2498574060
