Ticker,Name,Sector,Price,Dividend Yield,5-Year Average Dividend Yield,Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
NWFL,NORWOOD FINANCIAL CORP,Financial Services,$25.00,5.0%,4.3%,122.0%,$233.55,$197.92,9,50.7%,33.6,$20.96
NWN,NORTHWEST NATURAL GAS CO,Utilities,$39.71,4.9%,4.7%,196.0%,"$1,600.70",$15.55,1,39.5%,44.3,$33.22
NWPX,NORTHWEST PIPE CO,Industrials,$38.66,,0.0%,0.0%,$381.89,$11.60,0,102.0%,57.8,$32.04
NX,Quanex Building Products CORP,Industrials,$18.69,2.0%,1.9%,32.0%,$858.78,$50.33,1,122.0%,34.5,$15.24
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,N/A,$3.93,15.0%,15.6%,60.0%,$179.16,,,97.0%,7.1,$2.99
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,$33.24,6.1%,4.7%,199.0%,$841.73,,,104.5%,46.4,$30.51
NXT,Nextracker Inc.,N/A,$58.60,,0.0%,0.0%,"$2,466.67",$4.84,0,155.3%,63.2,$30.93
NYMT,"NEW YORK MORTGAGE TRUST, INC.",Real Estate,$6.72,12.0%,19.6%,80.0%,$606.80,$24.15,,126.8%,7.3,$4.81
OABI,"OmniAb, Inc.",N/A,$1.65,,0.0%,0.0%,$201.85,,0,159.9%,5.0,$1.22
OB,Outbrain Inc.,N/A,$2.53,5.0%,0.0%,84.0%,"$1,713.87",$6.57,,65.7%,NaN,NaN
OBIO,"Orchestra BioMed Holdings, Inc.",N/A,$2.99,,0.0%,0.0%,$114.55,,0,104.4%,8.9,$2.37
OBK,"Origin Bancorp, Inc.",N/A,$34.72,2.0%,1.6%,60.0%,"$1,080.31",$14.16,0,84.1%,41.0,$28.67
OBT,"Orange County Bancorp, Inc. /DE/",N/A,$23.59,2.0%,1.4%,50.0%,$268.66,$9.84,0,40.8%,32.6,$20.86
OCFC,OCEANFIRST FINANCIAL CORP,Financial Services,$16.78,5.0%,4.5%,80.0%,$979.09,$11.01,1,99.0%,21.4,$13.92
OCGN,"Ocugen, Inc.",Healthcare,$1.09,,0.0%,0.0%,$318.31,,0,154.5%,2.0,$0.52
OCUL,"OCULAR THERAPEUTIX, INC",Healthcare,$8.32,,0.0%,0.0%,"$1,326.97",,0,148.5%,11.8,$5.79
ODC,Oil-Dri Corp of America,Basic Materials,$56.21,1.3%,1.2%,62.0%,$824.72,$16.67,0,63.4%,60.3,$29.00
ODP,ODP Corp,Consumer Cyclical,$16.57,,0.0%,100.0%,$498.47,,0,86.9%,43.3,$11.85
OEC,Orion S.A.,Basic Materials,$10.11,1.0%,0.5%,8.0%,$570.01,$21.43,0,106.0%,24.7,$9.57
OFG,OFG BANCORP,Financial Services,$40.79,2.9%,1.7%,105.0%,"$1,830.21",$9.43,0,81.5%,47.0,$33.15
OFIX,Orthofix Medical Inc.,Healthcare,$10.35,,0.0%,0.0%,$405.52,,0,126.0%,20.7,$10.25
OFLX,"Omega Flex, Inc.",Industrials,$32.35,4.2%,4.0%,136.0%,$326.75,$18.82,1,76.9%,56.7,$28.12
OGS,"ONE Gas, Inc.",Utilities,$71.73,3.7%,3.3%,266.0%,"$4,300.02",,,38.3%,81.5,$57.64
OI,"O-I Glass, Inc. /DE/",Consumer Cyclical,$13.50,,0.0%,20.0%,"$2,089.77",,0,123.1%,14.3,$9.23
OII,OCEANEERING INTERNATIONAL INC,Energy,$21.55,,0.0%,60.0%,"$2,168.82",$11.87,0,145.5%,31.0,$15.46
OIS,"OIL STATES INTERNATIONAL, INC",Energy,$5.61,,0.0%,0.0%,$347.70,$65.93,0,127.2%,5.9,$3.08
OLMA,"Olema Pharmaceuticals, Inc.",N/A,$4.10,,0.0%,0.0%,$280.53,,0,200.0%,16.6,$2.86
OLO,Olo Inc.,NaN,$8.53,,0.0%,0.0%,"$1,424.53",$436.30,0,96.8%,9.8,$4.20
OLP,ONE LIBERTY PROPERTIES INC,Real Estate,$24.97,7.2%,7.4%,180.0%,$539.64,$18.34,1,67.8%,29.5,$21.66
OLPX,"OLAPLEX HOLDINGS, INC.",N/A,$1.43,,0.0%,0.0%,$958.93,$78.34,0,127.2%,2.8,$1.01
OMCL,"OMNICELL, INC.",Healthcare,$28.26,,0.0%,0.0%,"$1,324.27",$62.51,0,93.4%,55.8,$22.66
OMER,OMEROS CORP,Healthcare,$3.22,,0.0%,0.0%,$188.67,,0,153.6%,13.6,$2.97
OMI,OWENS & MINOR INC/VA/,Healthcare,$7.46,,0.1%,1.0%,$571.54,,0,133.1%,17.3,$6.07
ONB,OLD NATIONAL BANCORP /IN/,Financial Services,$20.53,3.0%,2.6%,56.0%,"$6,542.00",$11.95,0,91.2%,24.2,$15.60
ONEW,OneWater Marine Inc.,Consumer Cyclical,$13.80,,2.4%,180.0%,$225.12,,,137.1%,31.0,$11.58
ONIT,ONITY GROUP INC.,N/A,$37.22,,0.0%,0.0%,$299.52,$12.28,0,105.9%,41.3,$22.40
ONL,Orion Office REIT Inc.,N/A,$1.95,17.0%,12.8%,32.0%,$107.33,,,108.1%,4.2,$1.46
ONTF,ON24 INC.,N/A,$5.38,,4.0%,109.0%,$228.09,,0,111.7%,7.0,$4.35
OOMA,OOMA INC,Communication Services,$12.28,,0.0%,0.0%,$339.20,,0,84.7%,17.0,$7.83
OPAD,Offerpad Solutions Inc.,N/A,$0.95,,0.0%,0.0%,$26.17,,0,207.9%,5.1,$0.92
OPCH,"Option Care Health, Inc.",Healthcare,$31.56,,0.0%,0.0%,"$5,167.86",$25.10,0,62.6%,35.5,$21.39
OPEN,Opendoor Technologies Inc.,N/A,$0.58,,0.0%,0.0%,$422.40,,0,296.7%,3.1,$0.54
OPFI,OppFi Inc.,N/A,$12.58,3.0%,0.5%,37.0%,"$2,184.09",,1,72.5%,17.2,$3.00
OPK,"OPKO HEALTH, INC.",Healthcare,$1.28,,0.0%,0.0%,"$1,023.04",,0,86.4%,2.0,$1.19
OPRX,OptimizeRx Corp,Healthcare,$13.07,,0.0%,0.0%,$241.78,,0,201.2%,15.7,$3.78
ORA,"ORMAT TECHNOLOGIES, INC.",Utilities,$86.06,1.0%,0.6%,48.0%,"$5,153.90",$41.06,0,61.7%,85.4,$61.38
ORC,"Orchid Island Capital, Inc.",Real Estate,$7.08,20.3%,37.9%,144.0%,$752.05,$21.48,3,122.1%,8.5,$5.50
ORGO,Organogenesis Holdings Inc.,Healthcare,$3.28,,0.0%,0.0%,$414.81,,0,112.9%,6.7,$2.28
ORIC,"Oric Pharmaceuticals, Inc.",N/A,$9.24,,0.0%,0.0%,$655.43,,0,139.7%,14.7,$3.90
ORN,Orion Group Holdings Inc,Industrials,$8.82,,0.0%,0.0%,$348.47,$116.20,0,104.2%,12.1,$4.64
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financial Services,$29.82,3.5%,2.7%,98.0%,$581.16,$18.41,1,76.3%,41.3,$24.34
OSBC,OLD SECOND BANCORP INC,Financial Services,$16.72,1.0%,1.1%,23.0%,$751.99,$8.98,0,66.0%,19.4,$13.52
OSCR,"Oscar Health, Inc.",N/A,$22.10,,0.0%,0.0%,"$4,780.29",$38.76,0,150.4%,23.8,$11.20
OSIS,OSI SYSTEMS INC,Technology,$218.19,,0.0%,0.0%,"$3,665.96",$25.90,0,117.5%,241.6,$129.18
OSPN,OneSpan Inc.,Technology,$15.44,2.0%,0.3%,24.0%,$589.90,$10.15,0,152.6%,20.2,$12.11
OSUR,ORASURE TECHNOLOGIES INC,Healthcare,$2.89,,0.0%,0.0%,$215.42,,0,95.5%,4.9,$2.36
OSW,ONESPAWORLD HOLDINGS Ltd,Consumer Cyclical,$19.43,1.0%,0.2%,16.0%,"$1,994.38",$29.78,0,79.7%,22.9,$14.18
OTLK,"Outlook Therapeutics, Inc.",Healthcare,$1.68,,0.0%,0.0%,$56.39,$2.67,0,44.9%,9.3,$0.87
OTTR,Otter Tail Corp,Utilities,$76.32,2.8%,2.2%,199.0%,"$3,198.14",$10.83,0,76.5%,98.4,$70.71
OUST,"Ouster, Inc.",N/A,$21.95,,0.0%,0.0%,"$1,094.19",,0,220.1%,20.9,$5.84
OUT,OUTFRONT Media Inc.,Real Estate,$15.88,10.0%,5.6%,166.0%,"$2,653.13",$10.02,1,170.4%,19.3,$12.54
OVID,Ovid Therapeutics Inc.,Healthcare,$0.29,,0.0%,0.0%,$21.04,,0,153.5%,1.5,$0.24
OVLY,Oak Valley Bancorp,Financial Services,$25.42,2.4%,1.4%,53.0%,$212.90,$8.68,0,45.1%,31.9,$22.56
OXM,OXFORD INDUSTRIES INC,Consumer Cyclical,$41.44,6.7%,3.9%,270.0%,$608.32,$7.53,1,91.8%,105.1,$38.74
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",Healthcare,$1.31,,0.0%,0.0%,$393.11,,0,223.7%,2.7,$0.85
PACK,Ranpak Holdings Corp.,Consumer Cyclical,$3.53,,0.0%,0.0%,$297.34,,0,196.4%,9.0,$2.91
PACS,Pacs Group Inc.,N/A,$13.30,,0.0%,0.0%,"$2,026.92",,,67.3%,43.9,$8.28
PAGS,PagSeguro Digital Ltd.,Technology,$9.25,2.0%,0.3%,14.0%,"$3,048.88",$8.91,0,103.5%,14.6,$6.01
PAHC,PHIBRO ANIMAL HEALTH CORP,Healthcare,$23.95,2.0%,2.0%,48.0%,$971.19,$30.55,1,92.6%,26.3,$15.94
PAL,"Proficient Auto Logistics, Inc",N/A,$6.95,,0.0%,0.0%,$188.94,,0,178.9%,21.0,$6.61
PAMT,PAMT CORP,N/A,$13.09,,0.0%,5.0%,$285.05,,0,86.0%,23.7,$11.01
PANL,Pangaea Logistics Solutions Ltd.,Industrials,$4.80,7.0%,5.9%,35.0%,$314.98,$20.66,3,88.5%,7.5,$3.89
PAR,PAR TECHNOLOGY CORP,Technology,$63.28,,0.0%,31.0%,"$2,550.13",,0,161.9%,82.2,$41.86
PARR,"PAR PACIFIC HOLDINGS, INC.",Energy,$27.40,,0.0%,0.0%,"$1,412.75",,,91.9%,28.1,$11.86
PATK,PATRICK INDUSTRIES INC,Industrials,$89.65,1.8%,1.3%,157.0%,"$2,997.09",$21.17,0,135.0%,97.7,$68.65
PAX,Patria Investments Ltd,N/A,$13.99,4.0%,5.4%,60.0%,"$2,150.21",$17.45,0,83.5%,14.0,$9.32
PAYO,Payoneer Global Inc.,N/A,$6.52,,0.0%,0.0%,"$2,361.71",$20.94,0,103.1%,11.3,$5.03
PAYS,"Paysign, Inc.",Industrials,$5.13,,0.0%,0.0%,$277.59,$45.56,0,155.9%,5.6,$1.80
PBF,PBF Energy Inc.,Energy,$23.17,5.0%,3.0%,108.0%,"$2,679.55",,,93.9%,46.3,$13.45
PBFS,"Pioneer Bancorp, Inc./MD",Financial Services,$11.57,,0.0%,0.0%,$299.38,$17.01,0,37.3%,12.2,$9.56
PBH,Prestige Consumer Healthcare Inc.,Healthcare,$83.64,,0.0%,47.0%,"$4,133.05",$19.26,0,47.1%,90.0,$64.63
PBI,PITNEY BOWES INC /DE/,Industrials,$10.40,2.0%,2.0%,23.0%,"$1,883.22",,,162.2%,10.9,$4.50
PBPB,POTBELLY CORP,Consumer Cyclical,$11.34,,0.0%,0.0%,$342.15,$7.96,0,117.3%,13.5,$6.28
PBYI,"PUMA BIOTECHNOLOGY, INC.",Healthcare,$3.41,,0.0%,0.0%,$168.77,$4.43,0,98.0%,4.1,$2.23
PCB,PCB BANCORP,Financial Services,$19.85,4.0%,3.2%,76.0%,$284.61,$10.17,0,51.3%,21.8,$14.40
PCH,POTLATCHDELTIC CORP,Real Estate,$38.35,5.0%,6.9%,180.0%,"$3,014.16",$62.81,3,81.8%,47.1,$35.53
PCRX,"Pacira BioSciences, Inc.",Healthcare,$24.15,,0.0%,0.0%,"$1,118.26",,0,102.8%,29.6,$11.16
PCT,"PureCycle Technologies, Inc.",N/A,$13.94,,0.0%,0.0%,"$2,458.17",,0,199.8%,15.6,$4.50
PCVX,"Vaxcyte, Inc.",N/A,$33.43,,0.0%,0.0%,"$4,308.74",,0,121.6%,121.1,$27.66
PCYO,PURE CYCLE CORP,Utilities,$10.14,,0.0%,0.0%,$243.17,$17.15,0,73.6%,14.6,$8.94
PD,"PagerDuty, Inc.",Technology,$14.27,,0.0%,0.0%,"$1,315.32",,0,167.2%,23.1,$13.94
PDCO,"PATTERSON COMPANIES, INC.",Healthcare,$31.34,3.0%,3.0%,104.0%,"$2,771.89",$19.97,1,45.8%,NaN,NaN
PDFS,PDF SOLUTIONS INC,Technology,$19.96,,0.0%,0.0%,$778.88,$549.28,0,147.9%,39.7,$15.91
PDLB,"Ponce Financial Group, Inc.",Financial Services,$12.98,,0.0%,0.0%,$311.08,$22.88,0,59.4%,14.1,$8.83
PDLI,,Healthcare,$2.56,,0.0%,40.0%,$286.29,,,90.0%,NaN,NaN
PDM,"Piedmont Office Realty Trust, Inc.",Real Estate,$7.41,7.0%,9.5%,50.0%,$920.62,,,108.7%,10.8,$5.46
PEB,Pebblebrook Hotel Trust,Real Estate,$9.62,,0.4%,4.0%,"$1,139.38",,,144.8%,15.1,$7.41
PEBK,PEOPLES BANCORP OF NORTH CAROLINA INC,Financial Services,$27.61,2.9%,3.1%,94.0%,$151.23,$8.84,0,66.4%,32.6,$23.12
PEBO,PEOPLES BANCORP INC,Financial Services,$29.12,5.6%,5.2%,161.0%,"$1,038.01",$9.27,1,66.6%,36.1,$25.85
PECO,"Phillips Edison & Company, Inc.",N/A,$35.45,3.5%,2.5%,122.0%,"$4,431.64",$62.13,2,52.0%,39.3,$30.74
PENG,"Penguin Solutions, Inc.",N/A,$19.78,,0.0%,0.0%,"$1,061.74",$102.21,,188.3%,29.8,$14.20
PEPG,PepGen Inc.,N/A,$1.46,,0.0%,0.0%,$48.10,,0,106.5%,19.3,$0.88
PESI,PERMA FIX ENVIRONMENTAL SERVICES INC,Industrials,$10.07,,0.0%,0.0%,$186.29,,0,64.2%,16.3,$6.25
PFBC,Preferred Bank,Financial Services,$80.25,3.7%,2.5%,290.0%,$0.00,,,70.2%,97.9,$70.29
PFIS,PEOPLES FINANCIAL SERVICES CORP.,Financial Services,$46.83,5.3%,3.7%,247.0%,$471.19,$23.51,1,67.3%,57.6,$37.59
PFS,PROVIDENT FINANCIAL SERVICES INC,Financial Services,$16.15,6.0%,5.7%,96.0%,"$2,108.85",$14.30,1,86.7%,21.7,$12.42
PFSI,"PennyMac Financial Services, Inc.",Financial Services,$94.61,1.0%,0.9%,120.0%,"$4,890.48",,0,110.5%,118.1,$85.48
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financial Services,$26.67,1.0%,0.7%,20.0%,$472.84,$14.80,0,92.4%,37.7,$20.66
PGEN,"PRECIGEN, INC.",Healthcare,$1.48,,0.0%,0.0%,$439.82,,0,171.9%,2.2,$0.65
PGNY,"Progyny, Inc.",Healthcare,$21.65,,0.0%,0.0%,"$1,855.80",$35.35,0,127.5%,30.4,$13.39
PGRE,"Paramount Group, Inc.",Real Estate,$6.32,2.0%,3.7%,14.0%,"$1,387.69",,,91.8%,6.6,$3.75
PGY,Pagaya Technologies Ltd.,N/A,$19.20,,0.0%,0.0%,"$1,521.34",,,425.8%,19.2,$8.20
PHAT,"Phathom Pharmaceuticals, Inc.",Healthcare,$10.99,,0.0%,0.0%,$760.97,,0,189.9%,19.7,$2.21
PHIN,PHINIA INC.,N/A,$42.67,2.0%,0.8%,104.0%,"$1,696.47",$22.32,1,96.6%,56.6,$36.03
PHLT,Performant Healthcare Inc,N/A,$3.41,,0.0%,0.0%,$267.03,,0,68.9%,4.4,$2.17
PHR,"Phreesia, Inc.",Healthcare,$25.69,,0.0%,0.0%,"$1,526.88",,0,169.4%,30.5,$17.07
PI,IMPINJ INC,Technology,$104.19,,0.0%,0.0%,"$3,017.27",,0,203.5%,239.9,$60.85
PINE,"Alpine Income Property Trust, Inc.",Real Estate,$15.02,7.6%,6.8%,113.0%,$214.71,$187.20,14,49.9%,18.2,$13.89
PIPR,PIPER SANDLER COMPANIES,Financial Services,$254.41,2.0%,1.2%,560.0%,"$4,519.09",$22.20,1,131.9%,346.4,$202.39
PJT,PJT Partners Inc.,Financial Services,$154.49,1.0%,0.9%,100.0%,"$3,772.35",$24.22,0,94.2%,189.6,$103.28
PKBK,"PARKE BANCORP, INC.",Financial Services,$18.98,4.0%,3.6%,72.0%,$225.62,$7.75,0,53.1%,23.8,$14.71
PKE,PARK AEROSPACE CORP,Industrials,$13.61,4.0%,4.6%,50.0%,$270.76,$46.03,2,69.0%,15.3,$11.63
PKOH,PARK OHIO HOLDINGS CORP,Industrials,$16.84,3.0%,2.7%,50.0%,$240.19,$7.88,0,136.7%,34.0,$16.81
PKST,Peakstone Realty Trust,N/A,$13.19,7.0%,3.0%,90.0%,$483.56,,,100.3%,15.4,$9.36
PL,Planet Labs PBC,N/A,$5.16,,0.0%,0.0%,"$1,550.53",,0,165.0%,6.7,$1.73
PLAB,PHOTRONICS INC,Technology,$18.27,,0.0%,0.0%,"$1,098.95",$9.16,0,170.5%,31.6,$16.46
PLAY,"Dave & Buster's Entertainment, Inc.",Consumer Cyclical,$32.04,,0.0%,62.0%,"$1,108.51",,,113.6%,43.7,$15.08
PLBC,PLUMAS BANCORP,Financial Services,$42.49,2.8%,1.9%,114.0%,$250.98,$8.49,0,38.4%,50.7,$31.66
PLL,Piedmont Lithium Inc.,Basic Materials,$5.97,,0.0%,0.0%,$131.24,,0,166.9%,15.4,$5.15
PLMR,"Palomar Holdings, Inc.",Financial Services,$157.19,,0.0%,0.0%,"$4,149.31",$30.94,0,80.6%,175.9,$77.28
PLOW,"DOUGLAS DYNAMICS, INC",Consumer Cyclical,$28.51,,4.2%,118.0%,$661.47,$10.23,0,86.5%,29.6,$20.38
PLPC,PREFORMED LINE PRODUCTS CO,Industrials,$155.60,1.0%,0.6%,80.0%,$768.11,$19.69,0,66.2%,157.8,$108.51
PLRX,"PLIANT THERAPEUTICS, INC.",N/A,$1.31,,0.0%,0.0%,$80.42,,0,104.2%,16.1,$1.10
PLSE,"PULSE BIOSCIENCES, INC.",Healthcare,$15.05,,0.0%,0.0%,"$1,012.47",,0,103.7%,25.0,$9.70
PLUG,PLUG POWER INC,Industrials,$1.16,,0.0%,0.0%,"$1,229.31",,0,183.9%,3.3,$0.69
PLUS,EPLUS INC,Technology,$71.30,,0.0%,250.0%,,,0,109.3%,107.0,$53.83
PLXS,PLEXUS CORP,Technology,$130.76,,0.0%,0.0%,"$3,619.85",$19.32,0,92.7%,172.9,$100.96
PLYM,"Plymouth Industrial REIT, Inc.",Real Estate,$16.45,5.8%,5.4%,96.0%,$749.26,$5.45,0,91.3%,23.8,$12.70
PMT,PennyMac Mortgage Investment Trust,Real Estate,$12.48,12.8%,13.9%,160.0%,"$1,075.45",$13.24,1,109.7%,14.5,$11.39
PMTS,CPI Card Group Inc.,Industrials,$22.94,,0.0%,90.0%,$275.00,$14.60,0,96.7%,35.2,$18.46
PNRG,PRIMEENERGY RESOURCES CORP,Energy,$148.00,,0.0%,0.0%,$245.22,$4.61,0,64.5%,243.5,$104.62
PNTG,"Pennant Group, Inc.",Healthcare,$28.12,,0.0%,0.0%,$967.20,$38.04,0,95.1%,37.1,$21.18
POR,PORTLAND GENERAL ELECTRIC CO /OR/,Utilities,$40.13,5.2%,4.3%,200.0%,"$4,398.10",$14.47,1,41.4%,48.7,$39.59
POWI,POWER INTEGRATIONS INC,Technology,$54.01,1.6%,1.3%,83.0%,"$3,041.93",$82.06,1,142.0%,78.0,$40.61
POWL,POWELL INDUSTRIES INC,Industrials,$180.72,1.0%,0.6%,107.0%,"$2,159.37",$12.46,0,117.4%,363.7,$126.35
POWW,"AMMO, INC.",Consumer Cyclical,$1.40,,0.0%,0.0%,$162.37,,,146.9%,2.1,$0.95
PPBI,PACIFIC PREMIER BANCORP INC,Financial Services,$20.36,6.0%,6.1%,132.0%,"$1,976.11",$13.37,1,103.0%,29.4,$17.78
PPTA,PERPETUA RESOURCES CORP.,N/A,$13.43,,0.0%,0.0%,$960.11,,0,101.9%,18.0,$5.01
PRA,PROASSURANCE CORP,Financial Services,$22.92,,0.5%,20.0%,"$1,175.62",$27.52,0,40.2%,23.7,$10.76
PRAA,PRA GROUP INC,Financial Services,$14.63,,0.0%,100.0%,$580.60,$8.20,0,110.8%,27.5,$12.91
PRAX,"Praxis Precision Medicines, Inc.",N/A,$42.88,,0.0%,0.0%,$875.26,,0,129.3%,91.8,$26.70
PRCH,"Porch Group, Inc.",N/A,$10.90,,0.0%,0.0%,"$1,324.76",,0,211.7%,12.2,$1.05
PRCT,PROCEPT BioRobotics Corp,N/A,$59.61,,0.0%,0.0%,"$3,300.91",,0,135.5%,103.8,$47.04
PRDO,PERDOCEO EDUCATION Corp,Consumer Defensive,$32.30,2.0%,0.5%,52.0%,"$2,116.82",$13.94,0,68.3%,34.6,$19.84
PRG,"PROG Holdings, Inc.",N/A,$27.91,2.0%,7.2%,50.0%,"$1,127.09",$5.37,0,153.0%,49.7,$23.40
PRGS,PROGRESS SOFTWARE CORP /MA,Technology,$63.00,1.0%,1.0%,70.0%,"$2,711.07",$47.78,0,60.7%,70.6,$47.86
PRIM,Primoris Services Corp,Industrials,$74.60,,0.3%,28.0%,"$4,030.71",$19.55,0,144.6%,90.7,$45.76
PRK,PARK NATIONAL CORP /OH/,Financial Services,$159.00,2.7%,2.6%,476.0%,"$2,577.18",$16.27,0,66.5%,205.4,$130.50
PRKS,United Parks & Resorts Inc.,N/A,$42.59,,0.0%,0.0%,"$2,340.26",$10.52,0,94.1%,60.8,$37.68
PRLB,Proto Labs Inc,Industrials,$38.04,,0.0%,0.0%,$903.76,$60.56,0,136.8%,46.7,$25.76
PRLD,Prelude Therapeutics Inc,N/A,$0.87,,0.0%,0.0%,$48.62,,0,137.6%,6.8,$0.61
PRM,"Perimeter Solutions, Inc.",N/A,$13.25,,0.0%,0.0%,"$1,955.93",$14.67,0,120.7%,14.4,$7.47
PRMB,Primo Water Corp /CN/,N/A,$30.00,1.0%,0.1%,29.0%,"$4,813.48",$18.71,0,36.9%,35.7,$24.18
PRME,"Prime Medicine, Inc.",N/A,$1.86,,0.0%,121.0%,$236.33,,0,220.3%,6.8,$1.11
PRO,"PROS Holdings, Inc.",Technology,$14.40,,0.0%,0.0%,$689.08,,0,150.1%,29.8,$13.96
PROK,PROKIDNEY CORP.,N/A,$0.70,,0.0%,0.0%,$203.81,,0,187.5%,2.8,$0.46
PROP,Prairie Operating Co.,Energy,$4.02,,0.0%,0.0%,$174.00,,0,-780.8%,12.3,$3.35
PRPL,"Purple Innovation, Inc.",Consumer Cyclical,$0.72,,0.0%,0.0%,,,0,159.6%,1.5,$0.56
PRSU,"Pursuit Attractions & Hospitality, Inc.",N/A,$27.36,,0.0%,40.0%,$772.23,$2.13,0,139.9%,47.5,$26.66
PRTA,PROTHENA CORP PUBLIC LTD CO,Healthcare,$5.87,,0.0%,0.0%,$309.51,,0,64.4%,25.4,$4.32
PRTH,"Priority Technology Holdings, Inc.",Technology,$8.25,,0.0%,0.0%,$647.60,,1,78.7%,12.5,$4.13
PRVA,"Privia Health Group, Inc.",N/A,$21.81,,0.0%,0.0%,"$2,659.06",$170.22,0,68.0%,26.1,$16.37
PSFE,Paysafe Ltd,N/A,$12.15,,0.0%,0.0%,"$1,383.67",$62.44,0,171.3%,26.3,$11.60
PSMT,PRICESMART INC,Consumer Defensive,$102.06,2.0%,1.0%,221.0%,"$3,129.54",$21.92,0,54.8%,109.8,$76.57
PSTL,"Postal Realty Trust, Inc.",Real Estate,$15.09,6.5%,6.7%,96.0%,$359.23,$42.40,3,49.2%,15.1,$11.98
PTCT,"PTC THERAPEUTICS, INC.",Healthcare,$50.40,,0.0%,0.0%,"$3,996.93",$6.72,0,129.7%,58.4,$28.72
PTEN,PATTERSON UTI ENERGY INC,Energy,$6.48,5.0%,3.8%,32.0%,"$2,485.76",,,143.1%,10.8,$5.05
PTGX,"Protagonist Therapeutics, Inc",Healthcare,$54.16,,0.0%,0.0%,"$3,342.07",$59.47,0,38.4%,60.6,$30.67
PTLO,Portillo's Inc.,N/A,$11.47,,0.0%,0.0%,$858.13,$30.36,0,126.1%,15.8,$8.38
PTON,"PELOTON INTERACTIVE, INC.",Consumer Cyclical,$6.20,,0.0%,0.0%,"$2,479.04",,0,249.2%,10.9,$2.83
PUBM,"PubMatic, Inc.",N/A,$11.06,,0.0%,0.0%,$536.78,$98.10,0,149.3%,23.0,$7.46
PUMP,ProPetro Holding Corp.,Energy,$6.66,,0.0%,0.0%,$691.00,,0,118.1%,11.2,$4.61
PVBC,"Provident Bancorp, Inc. /MD/",Financial Services,$11.82,,0.6%,16.0%,$210.08,$47.10,0,30.5%,13.0,$9.48
PWP,Perella Weinberg Partners,N/A,$17.88,2.0%,1.3%,35.0%,"$1,580.29",,19,127.5%,26.9,$13.93
PX,"P10, Inc.",N/A,$9.01,2.0%,0.8%,14.0%,"$1,010.24",$55.50,1,93.5%,14.2,$7.90
PYXS,"Pyxis Oncology, Inc.",N/A,$1.15,,0.0%,0.0%,$69.60,,0,155.8%,5.4,$0.83
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Cyclical,$49.00,4.0%,3.6%,184.0%,"$1,603.53",$20.63,1,98.7%,58.8,$29.82
QBTS,D-Wave Quantum Inc.,N/A,$15.92,,0.0%,0.0%,"$4,535.07",,0,261.3%,19.8,$0.75
QCRH,QCR HOLDINGS INC,Financial Services,$64.39,,0.4%,24.0%,"$1,089.03",$9.64,0,72.6%,95.9,$54.94
QIPT,Quipt Home Medical Corp.,N/A,$1.81,,0.0%,0.0%,$78.20,,0,42.6%,4.1,$1.35
QLYS,"QUALYS, INC.",Technology,$137.25,,0.0%,0.0%,"$4,983.94",$27.46,0,130.0%,170.0,$112.61
QNST,"QUINSTREET, INC",Communication Services,$15.11,,0.0%,0.0%,$861.11,,,75.5%,26.3,$14.39
QRHC,Quest Resource Holding Corp,Industrials,$2.14,,0.0%,0.0%,$44.37,,0,96.8%,9.3,$1.91
QSI,Quantum-Si Inc,N/A,$1.77,,0.0%,0.0%,$321.12,,0,262.8%,5.8,$0.61
QTRX,Quanterix Corp,Healthcare,$6.38,,0.0%,0.0%,$247.73,,0,121.2%,16.7,$4.05
QTTB,Q32 Bio Inc.,N/A,$1.58,,0.0%,0.0%,$19.46,,0,134.9%,53.8,$1.38
QTWO,"Q2 Holdings, Inc.",Technology,$89.00,,0.0%,0.0%,"$5,541.93",,0,182.3%,112.8,$55.97
QUAD,"Quad/Graphics, Inc.",Industrials,$5.48,5.0%,1.4%,25.0%,$277.36,,,91.5%,8.9,$3.88
QUIK,QUICKLOGIC Corp,Technology,$5.98,,0.0%,0.0%,$95.02,,0,159.2%,13.4,$4.26
RAMP,"LiveRamp Holdings, Inc.",Technology,$30.68,,0.0%,0.0%,"$1,957.55",,0,152.9%,36.1,$21.45
RAPP,"Rapport Therapeutics, Inc.",N/A,$11.08,,0.0%,0.0%,$402.57,,0,151.4%,29.7,$6.43
RAPT,"RAPT Therapeutics, Inc.",Healthcare,$7.37,,0.0%,0.0%,$122.70,,0,159.4%,30.6,$5.67
RBB,RBB Bancorp,Financial Services,$16.13,4.0%,3.4%,64.0%,$286.68,$13.70,1,83.1%,24.8,$14.26
RBBN,Ribbon Communications Inc.,Communication Services,$3.86,,0.0%,0.0%,$580.75,,0,124.9%,5.4,$2.75
RBCAA,REPUBLIC BANCORP INC /KY/,Financial Services,$68.65,2.6%,2.1%,167.0%,"$1,338.82",$11.34,0,67.0%,79.7,$47.77
