commentDate,videoDate,videoId,videoTitle,commentId,userName,comment_text,likes
2024-08-21T08:05:32Z,2024-08-21T07:44:32Z,np_2wAm8mNE,CTRM Stock trend looking Bullish; Castor Maritime Inc; Can CTRM stock price rocket once again?,Ugxb3Ur2IYoqSQHnZnN4AaABAg,@MoneyInvestorTips,Check stocks and shares and cryptocurrency videos: https://www.youtube.com/playlist?list=PL5Of9PvVV_ITI7WACoP7g_a_UPxZhd6nn Guys a great product for your car windows to stay clear for sale on Amazon: https://amzn.to/3SNtrqm,0
